pOSymbols,slide_number,audio,btwncondition,goodPOChoice,pTwrongAnswer,pTChoice,Answer.time_in_minutes,primeType,pOwrongAnswer,responseSymbols,workerid,pTSentence,goodPTChoice,Answer.condition,trial_type,pOSentence,correctPChoices,response,image,primeStrength,responseSentence,correctPOChoice,correctPTChoice,slide_type,response_rt,primeOShuffle,pTSymbols,primeTShuffle,responseChoice,pOChoice,block_rt
"[7, 3, 0]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,2,"[0, 0, 0]","[0, 9, 2]",10,There is a star.,1,undefined,filler,There is a circle.,True,,,1,There is a diamond.,True,True,,17389,"[1, 0]","[6, 9, 5]","[0, 1]",1,0,24199
"[8, 3, 7]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,2,"[0, 0, 0]","[5, 0, 2]",10,There is a club.,1,undefined,response,There is a note.,True,,,1,There is a square.,True,True,,2421,"[0, 1]","[1, 7, 9]","[0, 1]",0,1,5704
"[2, 1, 8]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,0,"[0, 0, 0]","[3, 8, 6]",10,Some of the symbols are clubs.,1,undefined,filler,Some of the symbols are ticks.,True,,,0,Some of the symbols are spades.,True,True,,2624,"[0, 1]","[1, 4, 7]","[0, 1]",0,1,6721
"[3, 0, 9]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,1,"[0, 0, 0]","[1, 6, 0]",10,There are four notes.,1,undefined,filler,There are four spades.,True,,,1,There are four clubs.,True,True,,2961,"[0, 1]","[8, 2, 9]","[0, 1]",0,1,9160
"[0, 7, 4]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,1,"[0, 0, 0]","[1, 7, 8]",10,There are four circles.,1,undefined,response,There are four diamonds.,True,,,0,There are four clubs.,True,True,,1830,"[0, 1]","[7, 1, 8]","[0, 1]",0,1,6605
"[0, 2, 4]",,,exh-only,0,"[0, 0, 0]",0,13.194733333333334,2,"[0, 0, 0]","[9, 0, 4]",10,There is a tick.,0,undefined,response,There is a diamond.,True,,,0,There is a triangle.,True,True,,1094,"[1, 0]","[2, 0, 3]","[1, 0]",0,0,4544
"[4, 2, 3]",,,exh-only,0,"[0, 0, 0]",0,13.194733333333334,1,"[0, 0, 0]","[1, 7, 2]",10,There are only four diamonds.,0,undefined,response,There are only four hearts.,True,,,2,There are four clubs.,True,True,,1237,"[1, 0]","[0, 1, 6]","[1, 0]",0,0,5965
"[6, 3, 9]",,,exh-only,0,"[0, 0, 0]",0,13.194733333333334,2,"[0, 0, 0]","[2, 9, 8]",10,There is a diamond.,0,undefined,response,There is a star.,True,,,1,There is a tick.,True,True,,1167,"[1, 0]","[0, 6, 3]","[1, 0]",0,0,4841
"[12, 7, 5]",,,exh-only,1,"[7, 0, 0]",0,13.194733333333334,0,"[1, 0, 0]","[2, 3, 1]",10,5 + 4 = ?,0,undefined,filler,7 + 5 = ?,True,,,3,Some of the symbols are ticks.,True,True,,3987,"[0, 1]","[9, 5, 4]","[1, 0]",1,1,8327
"[0, 8, 2]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,0,"[0, 0, 0]","[1, 4, 9]",10,Some of the symbols are hearts.,0,undefined,response,Some of the symbols are diamonds.,False,,,1,Some of the symbols are clubs.,False,False,,2658,"[0, 1]","[4, 1, 6]","[1, 0]",0,0,10584
"[13, 4, 9]",,,exh-only,1,"[1, 0, 0]",1,13.194733333333334,1,"[7, 0, 0]","[4, 8, 6]",10,8 + 7 = ?,0,undefined,response,4 + 9 = ?,False,,,3,There are four hearts.,False,False,,2270,"[0, 1]","[15, 8, 7]","[1, 0]",1,0,7128
"[5, 2, 9]",,,exh-only,0,"[0, 0, 0]",0,13.194733333333334,1,"[0, 0, 0]","[1, 0, 8]",10,There are four diamonds.,0,undefined,response,There are four squares.,True,,,0,There are four clubs.,True,True,,1886,"[1, 0]","[0, 7, 2]","[1, 0]",0,0,5207
"[3, 2, 4]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,2,"[0, 0, 0]","[3, 2, 9]",10,There is a triangle.,1,undefined,response,There is a spade.,False,,,1,There is a spade.,False,True,,3767,"[1, 0]","[9, 7, 1]","[0, 1]",1,1,7192
"[4, 3, 2]",,,exh-only,1,"[0, 0, 0]",0,13.194733333333334,1,"[0, 0, 0]","[1, 5, 9]",10,There are four squares.,0,undefined,filler,There are four hearts.,True,,,1,There are four clubs.,True,True,,775,"[0, 1]","[5, 3, 9]","[1, 0]",0,1,3889
"[3, 1, 6]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,1,"[0, 0, 0]","[6, 0, 4]",10,There are four triangles.,1,undefined,response,There are four spades.,True,,,1,There are four stars.,True,True,,1382,"[0, 1]","[9, 1, 5]","[0, 1]",1,1,4813
"[5, 8, 1]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,1,"[0, 0, 0]","[2, 5, 8]",10,There are only four spades.,1,undefined,response,There are only four squares.,True,,,2,There are four ticks.,True,True,,1775,"[1, 0]","[3, 5, 2]","[0, 1]",1,0,6314
"[0, 7, 3]",,,exh-only,1,"[0, 0, 0]",0,13.194733333333334,2,"[0, 0, 0]","[2, 3, 1]",10,There is only a diamond.,0,undefined,filler,There is only a diamond.,True,,,2,There is a tick.,True,True,,2719,"[0, 1]","[0, 7, 5]","[1, 0]",1,1,7111
"[9, 2, 4]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,0,"[0, 0, 0]","[0, 1, 9]",10,Some of the symbols are clubs.,1,undefined,filler,Some of the symbols are triangles.,True,,,0,Some of the symbols are diamonds.,True,True,,1996,"[0, 1]","[1, 2, 3]","[0, 1]",1,1,7871
"[15, 9, 6]",,,exh-only,0,"[7, 0, 0]",1,13.194733333333334,2,"[9, 0, 0]","[0, 3, 2]",10,3 + 7 = ?,1,undefined,filler,9 + 6 = ?,True,,,3,There is a diamond.,True,True,,2415,"[1, 0]","[10, 3, 7]","[0, 1]",1,0,7776
"[10, 1, 9]",,,exh-only,0,"[8, 0, 0]",1,13.194733333333334,2,"[9, 0, 0]","[4, 9, 8]",10,6 + 7 = ?,1,undefined,response,1 + 9 = ?,True,,,3,There is a heart.,True,True,,2070,"[1, 0]","[13, 6, 7]","[0, 1]",0,0,6416
"[2, 6, 8]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,2,"[0, 0, 0]","[8, 9, 0]",10,There is a circle.,1,undefined,filler,There is a tick.,True,,,1,There is a note.,True,True,,2653,"[1, 0]","[7, 2, 0]","[0, 1]",1,0,6592
"[9, 4, 8]",,,exh-only,1,"[0, 0, 0]",0,13.194733333333334,0,"[0, 0, 0]","[5, 0, 7]",10,Some of the symbols are ticks.,0,undefined,response,Some of the symbols are triangles.,True,,,0,Some of the symbols are squares.,True,True,,1534,"[0, 1]","[2, 7, 9]","[1, 0]",0,1,6928
"[7, 9, 3]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,0,"[0, 0, 0]","[4, 8, 0]",10,Some of the symbols are hearts.,0,undefined,filler,Some of the symbols are circles.,False,,,1,Some of the symbols are hearts.,False,False,,3028,"[1, 0]","[4, 6, 2]","[1, 0]",1,1,9800
"[3, 5, 2]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,2,"[0, 0, 0]","[4, 2, 1]",10,There is only a star.,1,undefined,filler,There is only a spade.,False,,,2,There is a heart.,False,True,,1381,"[1, 0]","[6, 5, 8]","[0, 1]",1,1,7480
"[5, 4, 2]",,,exh-only,1,"[0, 0, 0]",0,13.194733333333334,0,"[0, 0, 0]","[6, 3, 5]",10,Some of the symbols are diamonds.,0,undefined,filler,Some of the symbols are squares.,True,,,0,Some of the symbols are stars.,True,True,,3085,"[0, 1]","[0, 7, 9]","[1, 0]",1,1,7119
"[2, 0, 7]",,,exh-only,0,"[0, 0, 0]",0,13.194733333333334,1,"[0, 0, 0]","[8, 5, 6]",10,There are only four ticks.,0,undefined,filler,There are only four ticks.,True,,,2,There are four notes.,True,True,,1190,"[1, 0]","[2, 0, 1]","[1, 0]",0,0,4607
"[7, 4, 5]",,,exh-only,0,"[0, 0, 0]",0,13.194733333333334,1,"[0, 0, 0]","[3, 6, 8]",10,There are four notes.,0,undefined,response,There are four circles.,True,,,1,There are four spades.,True,True,,2165,"[1, 0]","[8, 5, 4]","[1, 0]",1,0,4255
"[3, 5, 7]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,0,"[0, 0, 0]","[8, 4, 7]",10,Some of the symbols are diamonds.,0,undefined,filler,Some of the symbols are spades.,False,,,1,Some of the symbols are notes.,False,False,,3053,"[0, 1]","[0, 3, 1]","[1, 0]",1,0,8304
"[9, 5, 4]",,,exh-only,1,"[2, 0, 0]",1,13.194733333333334,1,"[3, 0, 0]","[3, 0, 6]",10,8 + 1 = ?,1,undefined,response,5 + 4 = ?,False,,,3,There are four spades.,False,True,,3478,"[0, 1]","[9, 8, 1]","[0, 1]",0,0,7216
"[4, 3, 1]",,,exh-only,0,"[0, 0, 0]",0,13.194733333333334,2,"[2, 0, 0]","[1, 6, 2]",10,8 + 5 = ?,1,undefined,response,3 + 1 = ?,False,,,3,There is a club.,False,False,,4103,"[1, 0]","[13, 8, 5]","[0, 1]",0,1,8865
"[16, 8, 8]",,,exh-only,1,"[3, 0, 0]",1,13.194733333333334,1,"[6, 0, 0]","[4, 3, 8]",10,9 + 0 = ?,0,undefined,filler,8 + 8 = ?,False,,,3,There are four hearts.,False,False,,2478,"[0, 1]","[9, 9, 0]","[1, 0]",1,0,8397
"[9, 0, 6]",,,exh-only,1,"[0, 0, 0]",0,13.194733333333334,0,"[0, 0, 0]","[1, 4, 6]",10,Only some of the symbols are notes.,1,undefined,filler,Only some of the symbols are triangles.,False,,,2,Some of the symbols are clubs.,False,False,,2701,"[0, 1]","[8, 7, 2]","[0, 1]",1,0,7999
"[7, 5, 6]",,,exh-only,1,"[0, 0, 0]",0,13.194733333333334,1,"[0, 0, 0]","[9, 8, 2]",10,There are only four hearts.,0,undefined,response,There are only four circles.,True,,,2,There are four triangles.,True,True,,2213,"[0, 1]","[4, 0, 1]","[1, 0]",1,1,6312
"[4, 6, 9]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,1,"[0, 0, 0]","[0, 5, 6]",10,There are four triangles.,0,undefined,filler,There are four hearts.,False,,,0,There are four diamonds.,False,False,,1486,"[1, 0]","[9, 4, 0]","[1, 0]",1,1,4720
"[3, 6, 5]",,,exh-only,1,"[0, 0, 0]",0,13.194733333333334,2,"[0, 0, 0]","[7, 6, 2]",10,There is a square.,0,undefined,filler,There is a spade.,True,,,0,There is a circle.,True,True,,3082,"[0, 1]","[5, 9, 8]","[1, 0]",1,1,8659
"[7, 9, 4]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,2,"[0, 0, 0]","[9, 5, 0]",10,There is only a square.,1,undefined,filler,There is only a circle.,True,,,2,There is a triangle.,True,True,,3120,"[1, 0]","[5, 0, 1]","[0, 1]",1,0,53789
"[11, 8, 3]",,,exh-only,1,"[3, 0, 0]",0,13.194733333333334,2,"[2, 0, 0]","[1, 3, 5]",10,7 + 4 = ?,1,undefined,filler,8 + 3 = ?,False,,,3,There is a club.,True,False,,934,"[0, 1]","[11, 7, 4]","[0, 1]",0,1,4591
"[0, 2, 7]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,0,"[0, 0, 0]","[8, 7, 6]",10,Only some of the symbols are notes.,0,undefined,filler,Only some of the symbols are diamonds.,False,,,2,Some of the symbols are notes.,False,False,,2342,"[0, 1]","[8, 2, 1]","[1, 0]",1,0,6311
"[4, 9, 3]",,,exh-only,1,"[0, 0, 0]",0,13.194733333333334,1,"[0, 0, 0]","[8, 2, 6]",10,There are only four diamonds.,0,undefined,filler,There are only four hearts.,True,,,2,There are four notes.,True,True,,1575,"[0, 1]","[0, 9, 3]","[1, 0]",0,1,5544
"[4, 4, 0]",,,exh-only,0,"[9, 0, 0]",1,13.194733333333334,0,"[8, 0, 0]","[5, 2, 6]",10,4 + 6 = ?,1,undefined,filler,4 + 0 = ?,True,,,3,Some of the symbols are squares.,True,True,,2486,"[1, 0]","[10, 4, 6]","[0, 1]",1,0,6214
"[1, 5, 0]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,0,"[0, 0, 0]","[4, 0, 3]",10,Some of the symbols are hearts.,1,undefined,filler,Some of the symbols are clubs.,True,,,0,Some of the symbols are hearts.,True,True,,2630,"[1, 0]","[4, 7, 9]","[0, 1]",1,0,9992
"[8, 1, 7]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,0,"[0, 0, 0]","[5, 0, 3]",10,Some of the symbols are diamonds.,1,undefined,response,Some of the symbols are notes.,True,,,0,Some of the symbols are squares.,True,True,,1951,"[0, 1]","[0, 6, 5]","[0, 1]",0,1,4376
"[9, 6, 7]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,0,"[0, 0, 0]","[9, 8, 5]",10,Only some of the symbols are stars.,0,undefined,response,Only some of the symbols are triangles.,False,,,2,Some of the symbols are triangles.,False,False,,2311,"[0, 1]","[6, 2, 9]","[1, 0]",0,0,5760
"[8, 3, 0]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,0,"[0, 0, 0]","[9, 4, 8]",10,Only some of the symbols are triangles.,0,undefined,filler,Only some of the symbols are notes.,False,,,2,Some of the symbols are triangles.,False,False,,2430,"[1, 0]","[9, 2, 5]","[1, 0]",1,1,5672
"[3, 6, 5]",,,exh-only,0,"[0, 0, 0]",0,13.194733333333334,0,"[0, 0, 0]","[8, 1, 3]",10,Some of the symbols are clubs.,0,undefined,response,Some of the symbols are spades.,True,,,0,Some of the symbols are notes.,True,True,,2838,"[1, 0]","[1, 4, 0]","[1, 0]",0,0,7536
"[5, 8, 3]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,2,"[0, 0, 0]","[4, 9, 3]",10,There is a spade.,1,undefined,filler,There is a square.,True,,,1,There is a heart.,True,True,,4262,"[1, 0]","[3, 2, 8]","[0, 1]",1,0,8248
"[5, 9, 4]",,,exh-only,0,"[0, 0, 0]",0,13.194733333333334,2,"[0, 0, 0]","[5, 1, 6]",10,There is a diamond.,0,undefined,response,There is a square.,True,,,0,There is a square.,True,True,,1556,"[1, 0]","[0, 4, 7]","[1, 0]",0,0,5560
"[7, 5, 2]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,1,"[0, 0, 0]","[8, 6, 2]",10,There are four diamonds.,1,undefined,filler,There are four circles.,True,,,0,There are four notes.,True,True,,2960,"[0, 1]","[0, 7, 5]","[0, 1]",1,1,8111
"[13, 7, 6]",,,exh-only,1,"[6, 0, 0]",0,13.194733333333334,0,"[4, 0, 0]","[4, 5, 2]",10,9 + 4 = ?,0,undefined,filler,7 + 6 = ?,True,,,3,Some of the symbols are hearts.,True,True,,2581,"[0, 1]","[13, 9, 4]","[1, 0]",1,1,38015
"[4, 1, 2]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,0,"[0, 0, 0]","[0, 2, 1]",10,Some of the symbols are squares.,1,undefined,response,Some of the symbols are hearts.,True,,,0,Some of the symbols are diamonds.,True,True,,2742,"[0, 1]","[5, 7, 1]","[0, 1]",0,1,6336
"[6, 0, 6]",,,exh-only,0,"[9, 0, 0]",0,13.194733333333334,1,"[7, 0, 0]","[7, 0, 1]",10,7 + 1 = ?,1,undefined,response,0 + 6 = ?,False,,,3,There are four circles.,False,False,,2568,"[1, 0]","[8, 7, 1]","[0, 1]",1,1,6098
"[9, 1, 8]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,0,"[7, 0, 0]","[2, 6, 8]",10,0 + 9 = ?,0,undefined,response,1 + 8 = ?,False,,,3,Some of the symbols are ticks.,False,False,,2416,"[0, 1]","[9, 0, 9]","[1, 0]",0,0,6536
"[4, 2, 0]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,0,"[0, 0, 0]","[2, 6, 9]",10,Some of the symbols are squares.,0,undefined,response,Some of the symbols are hearts.,False,,,1,Some of the symbols are ticks.,False,False,,1734,"[1, 0]","[5, 8, 9]","[1, 0]",0,1,6454
"[2, 8, 9]",,,exh-only,0,"[0, 0, 0]",0,13.194733333333334,2,"[0, 0, 0]","[2, 3, 9]",10,There is a spade.,0,undefined,filler,There is a tick.,True,,,1,There is a tick.,True,True,,2326,"[1, 0]","[3, 5, 2]","[1, 0]",1,0,5143
"[4, 8, 3]",,,exh-only,1,"[0, 0, 0]",0,13.194733333333334,2,"[0, 0, 0]","[9, 4, 5]",10,There is only a tick.,0,undefined,response,There is only a heart.,True,,,2,There is a triangle.,True,True,,1030,"[0, 1]","[2, 0, 4]","[1, 0]",0,1,5704
"[8, 0, 7]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,2,"[0, 0, 0]","[7, 5, 0]",10,There is a spade.,1,undefined,response,There is a note.,True,,,0,There is a circle.,True,True,,2166,"[1, 0]","[3, 6, 8]","[0, 1]",0,0,5400
"[8, 5, 7]",,,exh-only,1,"[0, 0, 0]",0,13.194733333333334,2,"[0, 0, 0]","[4, 7, 1]",10,There is a tick.,0,undefined,response,There is a note.,True,,,1,There is a heart.,True,True,,1278,"[0, 1]","[2, 5, 7]","[1, 0]",0,1,9680
"[7, 8, 4]",,,exh-only,0,"[0, 0, 0]",0,13.194733333333334,0,"[0, 0, 0]","[2, 5, 6]",10,Some of the symbols are ticks.,1,undefined,response,Some of the symbols are circles.,False,,,1,Some of the symbols are ticks.,False,False,,1086,"[1, 0]","[2, 8, 4]","[0, 1]",0,1,5415
"[11, 9, 2]",,,exh-only,0,"[7, 0, 0]",0,13.194733333333334,2,"[0, 0, 0]","[4, 5, 9]",10,3 + 2 = ?,0,undefined,filler,9 + 2 = ?,False,,,3,There is a heart.,False,True,,2189,"[1, 0]","[5, 3, 2]","[1, 0]",1,1,5927
"[0, 4, 8]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,1,"[0, 0, 0]","[9, 8, 4]",10,There are four circles.,1,undefined,response,There are four diamonds.,True,,,0,There are four triangles.,True,True,,2439,"[1, 0]","[7, 3, 8]","[0, 1]",1,0,7049
"[2, 4, 7]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,1,"[0, 0, 0]","[9, 4, 6]",10,There are four diamonds.,1,undefined,response,There are four ticks.,True,,,1,There are four triangles.,True,True,,2430,"[1, 0]","[0, 1, 5]","[0, 1]",1,0,6966
"[1, 4, 3]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,1,"[0, 0, 0]","[1, 4, 9]",10,There are only four hearts.,1,undefined,filler,There are only four clubs.,True,,,2,There are four clubs.,True,True,,2078,"[0, 1]","[4, 1, 2]","[0, 1]",1,1,4464
"[2, 6, 0]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,2,"[0, 0, 0]","[0, 6, 2]",10,There is only a club.,1,undefined,response,There is only a tick.,True,,,2,There is a diamond.,True,True,,1788,"[0, 1]","[1, 3, 6]","[0, 1]",1,1,4863
"[2, 7, 3]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,0,"[0, 0, 0]","[2, 4, 7]",10,Only some of the symbols are circles.,0,undefined,response,Only some of the symbols are ticks.,False,,,2,Some of the symbols are ticks.,False,False,,2301,"[1, 0]","[7, 0, 6]","[1, 0]",0,1,5015
"[1, 3, 9]",,,exh-only,0,"[0, 0, 0]",0,13.194733333333334,2,"[0, 0, 0]","[4, 5, 0]",10,There is only a tick.,0,undefined,filler,There is only a club.,True,,,2,There is a heart.,True,True,,3830,"[1, 0]","[2, 9, 1]","[1, 0]",1,0,7960
"[6, 5, 0]",,,exh-only,1,"[0, 0, 0]",0,13.194733333333334,2,"[0, 0, 0]","[4, 2, 1]",10,There is only a star.,0,undefined,response,There is only a star.,True,,,2,There is a heart.,True,True,,2118,"[0, 1]","[6, 3, 9]","[1, 0]",1,1,5247
"[6, 0, 6]",,,exh-only,1,"[7, 0, 0]",0,13.194733333333334,0,"[1, 0, 0]","[4, 2, 8]",10,5 + 5 = ?,1,undefined,response,0 + 6 = ?,False,,,3,Some of the symbols are hearts.,True,False,,1616,"[0, 1]","[10, 5, 5]","[0, 1]",0,1,4145
"[9, 8, 7]",,,exh-only,1,"[0, 0, 0]",0,13.194733333333334,0,"[0, 0, 0]","[3, 1, 2]",10,Only some of the symbols are triangles.,1,undefined,filler,Only some of the symbols are triangles.,False,,,2,Some of the symbols are spades.,False,False,,1262,"[0, 1]","[9, 7, 3]","[0, 1]",0,0,4358
"[4, 1, 2]",,,exh-only,0,"[0, 0, 0]",0,13.194733333333334,2,"[0, 0, 0]","[2, 5, 4]",10,There is a diamond.,0,undefined,filler,There is a heart.,True,,,0,There is a tick.,True,True,,2062,"[1, 0]","[0, 9, 4]","[1, 0]",1,0,7248
"[5, 1, 4]",,,exh-only,0,"[8, 0, 0]",1,13.194733333333334,2,"[5, 0, 0]","[6, 9, 1]",10,7 + 4 = ?,0,undefined,filler,1 + 4 = ?,False,,,3,There is a star.,False,False,,1964,"[1, 0]","[11, 7, 4]","[1, 0]",1,1,8008
"[5, 7, 9]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,2,"[0, 0, 0]","[9, 1, 5]",10,There is only a note.,1,undefined,response,There is only a square.,True,,,2,There is a triangle.,True,True,,1902,"[1, 0]","[8, 2, 4]","[0, 1]",0,0,7175
"[11, 2, 9]",,,exh-only,1,"[1, 0, 0]",1,13.194733333333334,0,"[0, 0, 0]","[7, 3, 1]",10,2 + 6 = ?,1,undefined,response,2 + 9 = ?,False,,,3,Some of the symbols are circles.,False,True,,2255,"[0, 1]","[8, 2, 6]","[0, 1]",0,0,5457
"[9, 3, 4]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,1,"[0, 0, 0]","[6, 5, 9]",10,There are four circles.,1,undefined,response,There are four triangles.,True,,,1,There are four stars.,True,True,,3359,"[1, 0]","[7, 2, 9]","[0, 1]",1,0,6767
"[3, 0, 3]",,,exh-only,0,"[9, 0, 0]",1,13.194733333333334,1,"[6, 0, 0]","[0, 3, 1]",10,2 + 2 = ?,0,undefined,filler,0 + 3 = ?,False,,,3,There are four diamonds.,True,False,,3670,"[1, 0]","[4, 2, 2]","[1, 0]",1,0,7271
"[12, 9, 3]",,,exh-only,1,"[7, 0, 0]",0,13.194733333333334,2,"[7, 0, 0]","[1, 3, 8]",10,9 + 3 = ?,0,undefined,response,9 + 3 = ?,True,,,3,There is a club.,True,True,,1598,"[0, 1]","[12, 9, 3]","[1, 0]",0,1,6919
"[7, 4, 1]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,2,"[0, 0, 0]","[5, 4, 6]",10,There is a tick.,1,undefined,response,There is a circle.,True,,,0,There is a square.,True,True,,1806,"[0, 1]","[2, 0, 8]","[0, 1]",0,1,6448
"[17, 8, 9]",,,exh-only,1,"[9, 0, 0]",1,13.194733333333334,1,"[8, 0, 0]","[8, 5, 3]",10,1 + 0 = ?,1,undefined,filler,8 + 9 = ?,False,,,3,There are four notes.,False,True,,1342,"[0, 1]","[1, 1, 0]","[0, 1]",0,0,5944
"[6, 3, 3]",,,exh-only,0,"[3, 0, 0]",0,13.194733333333334,1,"[9, 0, 0]","[0, 3, 6]",10,3 + 7 = ?,0,undefined,filler,3 + 3 = ?,False,,,3,There are four diamonds.,False,True,,983,"[1, 0]","[10, 3, 7]","[1, 0]",0,1,6280
"[3, 1, 5]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,1,"[0, 0, 0]","[1, 7, 4]",10,There are four clubs.,0,undefined,response,There are four spades.,False,,,0,There are four clubs.,False,False,,2446,"[0, 1]","[1, 5, 7]","[1, 0]",1,0,7592
"[9, 3, 0]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,0,"[0, 0, 0]","[1, 5, 4]",10,Some of the symbols are spades.,0,undefined,filler,Some of the symbols are triangles.,False,,,1,Some of the symbols are clubs.,False,False,,2469,"[0, 1]","[3, 5, 0]","[1, 0]",1,0,7062
"[0, 1, 4]",,,exh-only,0,"[0, 0, 0]",0,13.194733333333334,1,"[0, 0, 0]","[7, 2, 9]",10,There are only four squares.,0,undefined,filler,There are only four diamonds.,True,,,2,There are four circles.,True,True,,1726,"[1, 0]","[5, 8, 7]","[1, 0]",1,0,4671
"[9, 5, 4]",,,exh-only,1,"[4, 0, 0]",1,13.194733333333334,0,"[9, 0, 0]","[1, 3, 6]",10,5 + 4 = ?,1,undefined,filler,5 + 4 = ?,True,,,3,Some of the symbols are clubs.,True,True,,3294,"[0, 1]","[9, 5, 4]","[0, 1]",1,1,6224
"[7, 8, 2]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,1,"[0, 0, 0]","[0, 6, 1]",10,There are four triangles.,1,undefined,filler,There are four circles.,True,,,1,There are four diamonds.,True,True,,1566,"[1, 0]","[9, 6, 7]","[0, 1]",1,0,5152
"[5, 5, 0]",,,exh-only,0,"[7, 0, 0]",1,13.194733333333334,2,"[0, 0, 0]","[2, 7, 4]",10,8 + 1 = ?,0,undefined,response,5 + 0 = ?,False,,,3,There is a tick.,True,False,,2135,"[1, 0]","[9, 8, 1]","[1, 0]",1,0,6136
"[4, 2, 9]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,1,"[0, 0, 0]","[6, 5, 3]",10,There are four diamonds.,1,undefined,filler,There are four hearts.,True,,,1,There are four stars.,True,True,,2694,"[0, 1]","[0, 4, 1]","[0, 1]",1,1,5751
"[0, 7, 9]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,1,"[0, 0, 0]","[8, 0, 3]",10,There are only four notes.,1,undefined,response,There are only four diamonds.,True,,,2,There are four notes.,True,True,,1226,"[0, 1]","[8, 7, 4]","[0, 1]",1,1,3663
"[5, 6, 3]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,0,"[0, 0, 0]","[9, 7, 1]",10,Some of the symbols are clubs.,0,undefined,response,Some of the symbols are squares.,False,,,1,Some of the symbols are triangles.,False,False,,2734,"[0, 1]","[1, 6, 7]","[1, 0]",0,0,8295
"[7, 6, 0]",,,exh-only,1,"[0, 0, 0]",1,13.194733333333334,2,"[0, 0, 0]","[5, 0, 4]",10,There is a club.,1,undefined,filler,There is a circle.,True,,,0,There is a square.,True,True,,1278,"[0, 1]","[1, 4, 0]","[0, 1]",1,1,6489
"[7, 8, 1]",,,exh-only,1,"[0, 0, 0]",0,13.194733333333334,1,"[0, 0, 0]","[8, 5, 7]",10,There are four clubs.,0,undefined,filler,There are four circles.,True,,,0,There are four notes.,True,True,,3041,"[0, 1]","[1, 7, 6]","[1, 0]",1,1,8504
"[10, 8, 2]",,,exh-only,0,"[4, 0, 0]",1,13.194733333333334,0,"[0, 0, 0]","[5, 2, 4]",10,3 + 6 = ?,1,undefined,response,8 + 2 = ?,True,,,3,Some of the symbols are squares.,True,True,,2397,"[1, 0]","[9, 3, 6]","[0, 1]",0,0,6648
"[1, 8, 9]",,,exh-only,0,"[0, 0, 0]",1,13.194733333333334,1,"[0, 0, 0]","[7, 6, 5]",10,There are four circles.,1,undefined,filler,There are four clubs.,True,,,0,There are four circles.,True,True,,1990,"[1, 0]","[7, 5, 1]","[0, 1]",1,0,5896
,1,,,,,,11.969166666666666,,,,11,,,undefined,,,,"[0, 'Elizabeth']",Elizabeth,,,,,bot_check,,,,,,,
"[9, 8, 1]",,,exh-only,0,"[8, 0, 0]",0,11.969166666666666,1,"[6, 0, 0]","[7, 6, 1]",11,6 + 0 = ?,1,undefined,filler,8 + 1 = ?,False,,,3,There are four circles.,False,False,,2317,"[1, 0]","[6, 6, 0]","[0, 1]",1,1,5725
