btwncondition,correctPChoices,responseSentence,correctPTChoice,pOSentence,primeType,response,block_rt,slide_number,image,primeTShuffle,pTwrongAnswer,response_rt,pOChoice,responseSymbols,pOwrongAnswer,pTSymbols,audio,Answer.time_in_minutes,pOSymbols,primeStrength,primeOShuffle,pTChoice,goodPTChoice,Answer.condition,goodPOChoice,slide_type,pTSentence,responseChoice,trial_type,workerid,correctPOChoice
exh-only,True,There are four stars.,True,5 + 9 = ?,1,,3649,,,"[0, 1]","[5, 0, 0]",1293,0,"[6, 7, 0]","[1, 0, 0]","[7, 3, 4]",,9.172316666666667,"[14, 5, 9]",3,"[1, 0]",1,1,undefined,0,,3 + 4 = ?,0,response,10,True
exh-only,True,There is a heart.,True,There is only a tick.,2,,3929,,,"[1, 0]","[0, 0, 0]",1402,0,"[4, 7, 5]","[0, 0, 0]","[8, 9, 6]",,9.172316666666667,"[2, 5, 0]",2,"[1, 0]",0,0,undefined,0,,There is only a note.,1,filler,10,True
exh-only,True,There is a spade.,True,There is a tick.,2,,5235,,,"[0, 1]","[0, 0, 0]",1447,1,"[3, 9, 1]","[0, 0, 0]","[4, 8, 5]",,9.172316666666667,"[2, 1, 8]",0,"[0, 1]",1,1,undefined,1,,There is a heart.,0,response,10,True
,,,,,,"[0, 'Mary']",,1,Mary,,,,,,,,,11.4116,,,,,,undefined,,bot_check,,,,11,
exh-only,True,Some of the symbols are circles.,True,Some of the symbols are hearts.,0,,13369,,,"[0, 1]","[0, 0, 0]",2381,1,"[7, 2, 1]","[0, 0, 0]","[7, 2, 1]",,11.4116,"[4, 9, 0]",1,"[0, 1]",1,1,undefined,1,,Some of the symbols are circles.,1,filler,11,True
exh-only,True,There is a club.,True,There is a heart.,2,,7479,,,"[1, 0]","[0, 0, 0]",1905,0,"[1, 0, 7]","[0, 0, 0]","[4, 1, 0]",,11.4116,"[4, 8, 7]",0,"[1, 0]",0,0,undefined,0,,There is a heart.,1,filler,11,True
exh-only,True,Some of the symbols are circles.,True,Only some of the symbols are diamonds.,0,,8857,,,"[0, 1]","[0, 0, 0]",2443,1,"[7, 2, 1]","[0, 0, 0]","[2, 4, 9]",,11.4116,"[0, 8, 6]",2,"[0, 1]",1,1,undefined,1,,Only some of the symbols are ticks.,1,filler,11,True
exh-only,True,There is a circle.,True,There is a spade.,2,,7318,,,"[1, 0]","[0, 0, 0]",2545,0,"[7, 2, 5]","[0, 0, 0]","[9, 7, 4]",,11.4116,"[3, 2, 1]",0,"[1, 0]",0,0,undefined,0,,There is a triangle.,1,response,11,True
exh-only,True,There are four spades.,True,There are four notes.,1,,9373,,,"[1, 0]","[0, 0, 0]",1986,1,"[3, 1, 5]","[0, 0, 0]","[4, 1, 6]",,11.4116,"[8, 0, 7]",0,"[0, 1]",0,0,undefined,1,,There are four hearts.,1,filler,11,True
exh-only,True,There is a tick.,True,There is a note.,2,,8118,,,"[0, 1]","[0, 0, 0]",1981,0,"[2, 3, 9]","[0, 0, 0]","[3, 7, 5]",,11.4116,"[8, 0, 5]",1,"[1, 0]",1,1,undefined,0,,There is a spade.,1,filler,11,True
exh-only,True,Some of the symbols are hearts.,True,Only some of the symbols are squares.,0,,7746,,,"[0, 1]","[0, 0, 0]",2727,0,"[4, 3, 9]","[0, 0, 0]","[7, 8, 6]",,11.4116,"[5, 4, 0]",2,"[1, 0]",1,1,undefined,0,,Only some of the symbols are circles.,1,filler,11,True
exh-only,True,There is a circle.,True,There is only a triangle.,2,,6052,,,"[0, 1]","[0, 0, 0]",1935,1,"[7, 0, 3]","[0, 0, 0]","[3, 2, 4]",,11.4116,"[9, 2, 3]",2,"[0, 1]",1,1,undefined,1,,There is only a spade.,1,filler,11,True
exh-only,True,Some of the symbols are ticks.,True,Some of the symbols are ticks.,0,,7530,,,"[0, 1]","[0, 0, 0]",1749,1,"[2, 6, 7]","[0, 0, 0]","[0, 9, 8]",,11.4116,"[2, 6, 3]",0,"[0, 1]",1,1,undefined,1,,Some of the symbols are diamonds.,1,response,11,True
exh-only,True,There are four squares.,True,There are four clubs.,1,,4958,,,"[0, 1]","[0, 0, 0]",1142,1,"[5, 2, 3]","[0, 0, 0]","[2, 1, 0]",,11.4116,"[1, 4, 2]",0,"[0, 1]",1,1,undefined,1,,There are four ticks.,1,response,11,True
exh-only,True,There is a spade.,True,There is only a heart.,2,,4994,,,"[1, 0]","[0, 0, 0]",1563,1,"[3, 7, 6]","[0, 0, 0]","[5, 8, 2]",,11.4116,"[4, 6, 3]",2,"[0, 1]",0,0,undefined,1,,There is only a square.,1,response,11,True
exh-only,True,Some of the symbols are diamonds.,True,Only some of the symbols are triangles.,0,,8010,,,"[1, 0]","[0, 0, 0]",1774,0,"[0, 1, 4]","[0, 0, 0]","[7, 4, 2]",,11.4116,"[9, 4, 5]",2,"[1, 0]",0,0,undefined,0,,Only some of the symbols are circles.,1,response,11,True
exh-only,True,There is a circle.,True,There is a club.,2,,5126,,,"[0, 1]","[0, 0, 0]",1264,1,"[7, 6, 5]","[0, 0, 0]","[2, 3, 0]",,11.4116,"[1, 4, 6]",0,"[0, 1]",1,1,undefined,1,,There is a tick.,1,filler,11,True
exh-only,False,There is a diamond.,False,5 + 0 = ?,2,,7300,,,"[1, 0]","[9, 0, 0]",2136,0,"[0, 1, 6]","[2, 0, 0]","[3, 3, 0]",,11.4116,"[5, 5, 0]",3,"[1, 0]",1,0,undefined,0,,3 + 0 = ?,1,response,11,True
exh-only,True,There is a circle.,True,There is a spade.,2,,7176,,,"[0, 1]","[0, 0, 0]",2228,0,"[7, 5, 6]","[0, 0, 0]","[2, 4, 1]",,11.4116,"[3, 7, 1]",1,"[1, 0]",1,1,undefined,0,,There is a tick.,1,filler,11,True
exh-only,True,There are four diamonds.,True,There are only four spades.,1,,5820,,,"[1, 0]","[0, 0, 0]",1618,1,"[0, 8, 4]","[0, 0, 0]","[5, 1, 2]",,11.4116,"[3, 0, 7]",2,"[0, 1]",0,0,undefined,1,,There are only four squares.,1,filler,11,True
exh-only,True,Some of the symbols are notes.,True,Some of the symbols are stars.,0,,6167,,,"[1, 0]","[0, 0, 0]",1503,0,"[8, 1, 3]","[0, 0, 0]","[1, 3, 7]",,11.4116,"[6, 4, 2]",0,"[1, 0]",0,0,undefined,0,,Some of the symbols are clubs.,1,filler,11,True
exh-only,True,Some of the symbols are diamonds.,True,Some of the symbols are clubs.,0,,7594,,,"[1, 0]","[0, 0, 0]",1641,0,"[0, 6, 3]","[0, 0, 0]","[8, 1, 4]",,11.4116,"[1, 3, 2]",1,"[1, 0]",0,0,undefined,0,,Some of the symbols are notes.,1,filler,11,True
exh-only,False,Some of the symbols are diamonds.,True,6 + 3 = ?,0,,5388,,,"[0, 1]","[0, 0, 0]",1849,0,"[0, 2, 1]","[0, 0, 0]","[9, 0, 9]",,11.4116,"[9, 6, 3]",3,"[0, 1]",1,1,undefined,1,,0 + 9 = ?,1,filler,11,False
exh-only,True,There are four clubs.,True,There are four clubs.,1,,8272,,,"[0, 1]","[0, 0, 0]",3731,1,"[1, 7, 4]","[0, 0, 0]","[7, 8, 2]",,11.4116,"[1, 9, 8]",1,"[0, 1]",1,1,undefined,1,,There are four circles.,1,response,11,True
exh-only,False,There is a heart.,True,8 + 3 = ?,2,,6706,,,"[0, 1]","[6, 0, 0]",1795,0,"[4, 6, 9]","[3, 0, 0]","[17, 9, 8]",,11.4116,"[11, 8, 3]",3,"[0, 1]",1,1,undefined,1,,9 + 8 = ?,1,filler,11,False
exh-only,True,Some of the symbols are diamonds.,True,Some of the symbols are squares.,0,,7002,,,"[1, 0]","[0, 0, 0]",2452,0,"[0, 8, 1]","[0, 0, 0]","[7, 2, 5]",,11.4116,"[5, 4, 1]",0,"[1, 0]",0,0,undefined,0,,Some of the symbols are circles.,1,response,11,True
exh-only,True,Some of the symbols are diamonds.,True,Only some of the symbols are stars.,0,,6628,,,"[1, 0]","[0, 0, 0]",1750,1,"[0, 7, 1]","[0, 0, 0]","[2, 6, 3]",,11.4116,"[6, 8, 5]",2,"[0, 1]",0,0,undefined,1,,Only some of the symbols are ticks.,1,filler,11,True
exh-only,False,There are four stars.,False,3 + 8 = ?,1,,6299,,,"[0, 1]","[0, 0, 0]",1673,1,"[6, 9, 5]","[9, 0, 0]","[2, 1, 1]",,11.4116,"[11, 3, 8]",3,"[1, 0]",0,1,undefined,0,,1 + 1 = ?,1,response,11,False
exh-only,False,There are four notes.,True,0 + 7 = ?,1,,5528,,,"[1, 0]","[2, 0, 0]",1844,1,"[8, 7, 4]","[5, 0, 0]","[6, 6, 0]",,11.4116,"[7, 0, 7]",3,"[1, 0]",0,0,undefined,0,,6 + 0 = ?,1,filler,11,False
exh-only,False,Some of the symbols are circles.,False,1 + 4 = ?,0,,9165,,,"[1, 0]","[6, 0, 0]",1787,0,"[7, 9, 6]","[5, 0, 0]","[1, 1, 0]",,11.4116,"[5, 1, 4]",3,"[1, 0]",1,0,undefined,0,,1 + 0 = ?,1,filler,11,True
exh-only,True,There is a square.,True,There is a diamond.,2,,5811,,,"[0, 1]","[0, 0, 0]",1733,1,"[5, 8, 9]","[0, 0, 0]","[4, 1, 0]",,11.4116,"[0, 9, 5]",1,"[0, 1]",1,1,undefined,1,,There is a heart.,1,filler,11,True
exh-only,True,There is a diamond.,True,There is a spade.,2,,6066,,,"[1, 0]","[0, 0, 0]",1833,1,"[0, 9, 6]","[0, 0, 0]","[2, 3, 7]",,11.4116,"[3, 1, 6]",1,"[0, 1]",0,0,undefined,1,,There is a tick.,1,response,11,True
exh-only,True,Some of the symbols are diamonds.,True,Only some of the symbols are clubs.,0,,7048,,,"[1, 0]","[0, 0, 0]",2375,1,"[0, 3, 5]","[0, 0, 0]","[0, 4, 8]",,11.4116,"[1, 9, 0]",2,"[0, 1]",0,0,undefined,1,,Only some of the symbols are diamonds.,1,filler,11,True
exh-only,True,There is a spade.,True,There is a triangle.,2,,8464,,,"[1, 0]","[0, 0, 0]",1763,1,"[3, 8, 4]","[0, 0, 0]","[9, 2, 0]",,11.4116,"[9, 4, 5]",0,"[0, 1]",0,0,undefined,1,,There is a triangle.,1,response,11,True
exh-only,True,Some of the symbols are hearts.,True,Only some of the symbols are stars.,0,,8042,,,"[1, 0]","[0, 0, 0]",1479,0,"[4, 8, 0]","[0, 0, 0]","[1, 6, 7]",,11.4116,"[6, 2, 0]",2,"[1, 0]",0,0,undefined,0,,Only some of the symbols are clubs.,1,response,11,True
exh-only,True,Some of the symbols are triangles.,True,Some of the symbols are notes.,0,,7488,,,"[0, 1]","[0, 0, 0]",1790,0,"[9, 1, 8]","[0, 0, 0]","[4, 5, 3]",,11.4116,"[8, 9, 3]",1,"[1, 0]",1,1,undefined,0,,Some of the symbols are hearts.,1,filler,11,True
exh-only,True,There is a tick.,True,There is a note.,2,,5973,,,"[0, 1]","[0, 0, 0]",1825,0,"[2, 8, 4]","[0, 0, 0]","[1, 6, 2]",,11.4116,"[8, 6, 1]",1,"[1, 0]",1,1,undefined,0,,There is a club.,1,response,11,True
exh-only,True,There is a note.,True,5 + 2 = ?,2,,5635,,,"[1, 0]","[6, 0, 0]",1649,1,"[8, 9, 1]","[2, 0, 0]","[14, 9, 5]",,11.4116,"[7, 5, 2]",3,"[0, 1]",0,0,undefined,1,,9 + 5 = ?,1,response,11,True
exh-only,True,There are four notes.,True,There are four notes.,1,,5282,,,"[0, 1]","[0, 0, 0]",1417,0,"[8, 6, 7]","[0, 0, 0]","[6, 9, 8]",,11.4116,"[8, 7, 2]",1,"[1, 0]",1,1,undefined,0,,There are four stars.,1,response,11,True
exh-only,True,Some of the symbols are circles.,True,Only some of the symbols are notes.,0,,6948,,,"[0, 1]","[0, 0, 0]",1533,1,"[7, 6, 1]","[0, 0, 0]","[5, 0, 4]",,11.4116,"[8, 6, 2]",2,"[0, 1]",1,1,undefined,1,,Only some of the symbols are squares.,1,response,11,True
exh-only,True,There are four hearts.,True,There are only four diamonds.,1,,5566,,,"[1, 0]","[0, 0, 0]",1642,0,"[4, 9, 5]","[0, 0, 0]","[7, 5, 1]",,11.4116,"[0, 9, 3]",2,"[1, 0]",0,0,undefined,0,,There are only four circles.,1,filler,11,True
exh-only,True,There is a star.,True,There is a square.,2,,5774,,,"[1, 0]","[0, 0, 0]",1472,1,"[6, 2, 3]","[0, 0, 0]","[6, 3, 1]",,11.4116,"[5, 9, 3]",0,"[0, 1]",0,0,undefined,1,,There is a star.,1,response,11,True
exh-only,False,There is a note.,True,3 + 6 = ?,2,,5914,,,"[1, 0]","[1, 0, 0]",1888,1,"[8, 6, 1]","[3, 0, 0]","[14, 9, 5]",,11.4116,"[9, 3, 6]",3,"[1, 0]",0,0,undefined,0,,9 + 5 = ?,1,response,11,False
exh-only,False,There is a triangle.,True,9 + 3 = ?,2,,4912,,,"[0, 1]","[7, 0, 0]",1766,0,"[9, 3, 5]","[5, 0, 0]","[5, 2, 3]",,11.4116,"[12, 9, 3]",3,"[0, 1]",1,1,undefined,1,,2 + 3 = ?,1,filler,11,False
exh-only,True,Some of the symbols are circles.,True,Only some of the symbols are notes.,0,,6189,,,"[0, 1]","[0, 0, 0]",1625,0,"[7, 4, 8]","[0, 0, 0]","[3, 2, 0]",,11.4116,"[8, 5, 1]",2,"[1, 0]",1,1,undefined,0,,Only some of the symbols are spades.,1,response,11,True
exh-only,True,There are four notes.,True,There are four hearts.,1,,5728,,,"[0, 1]","[0, 0, 0]",1903,0,"[8, 9, 0]","[0, 0, 0]","[1, 0, 2]",,11.4116,"[4, 2, 9]",0,"[1, 0]",1,1,undefined,0,,There are four clubs.,1,response,11,True
exh-only,False,There is a note.,False,4 + 8 = ?,2,,5158,,,"[0, 1]","[9, 0, 0]",1641,1,"[8, 1, 0]","[3, 0, 0]","[10, 8, 2]",,11.4116,"[12, 4, 8]",3,"[1, 0]",0,1,undefined,0,,8 + 2 = ?,1,filler,11,False
exh-only,True,There are four squares.,True,There are only four clubs.,1,,4904,,,"[0, 1]","[0, 0, 0]",1525,1,"[5, 1, 0]","[0, 0, 0]","[3, 0, 4]",,11.4116,"[1, 2, 7]",2,"[0, 1]",1,1,undefined,1,,There are only four spades.,1,filler,11,True
exh-only,True,There are four hearts.,True,There are four circles.,1,,4326,,,"[0, 1]","[0, 0, 0]",1380,1,"[4, 8, 7]","[0, 0, 0]","[6, 1, 8]",,11.4116,"[7, 5, 2]",1,"[0, 1]",1,1,undefined,1,,There are four stars.,1,response,11,True
exh-only,True,Some of the symbols are spades.,True,Some of the symbols are spades.,0,,7102,,,"[0, 1]","[0, 0, 0]",1418,0,"[3, 8, 5]","[0, 0, 0]","[3, 5, 4]",,11.4116,"[3, 8, 5]",1,"[1, 0]",1,1,undefined,0,,Some of the symbols are spades.,1,filler,11,True
exh-only,True,There are four clubs.,True,There are four notes.,1,,5066,,,"[0, 1]","[0, 0, 0]",1557,0,"[1, 7, 9]","[0, 0, 0]","[5, 9, 8]",,11.4116,"[8, 0, 2]",1,"[1, 0]",1,1,undefined,0,,There are four squares.,1,filler,11,True
exh-only,True,There is a note.,True,There is a heart.,2,,5272,,,"[0, 1]","[0, 0, 0]",1742,0,"[8, 0, 5]","[0, 0, 0]","[1, 9, 4]",,11.4116,"[4, 5, 8]",0,"[1, 0]",1,1,undefined,0,,There is a club.,1,filler,11,True
exh-only,True,There are four hearts.,True,There are four hearts.,1,,5260,,,"[1, 0]","[0, 0, 0]",1542,1,"[4, 3, 7]","[0, 0, 0]","[5, 6, 8]",,11.4116,"[4, 8, 1]",0,"[0, 1]",0,0,undefined,1,,There are four squares.,1,filler,11,True
exh-only,False,There are four ticks.,False,9 + 4 = ?,1,,4594,,,"[0, 1]","[5, 0, 0]",1564,1,"[2, 1, 9]","[3, 0, 0]","[4, 2, 2]",,11.4116,"[13, 9, 4]",3,"[1, 0]",0,1,undefined,0,,2 + 2 = ?,1,response,11,False
exh-only,True,Some of the symbols are stars.,True,Some of the symbols are ticks.,0,,5551,,,"[1, 0]","[0, 0, 0]",1503,1,"[6, 4, 0]","[0, 0, 0]","[7, 5, 6]",,11.4116,"[2, 7, 6]",1,"[0, 1]",0,0,undefined,1,,Some of the symbols are circles.,1,response,11,True
exh-only,True,There is a square.,True,There is only a heart.,2,,4518,,,"[1, 0]","[0, 0, 0]",1163,1,"[5, 1, 6]","[0, 0, 0]","[7, 6, 4]",,11.4116,"[4, 5, 1]",2,"[0, 1]",0,0,undefined,1,,There is only a circle.,1,filler,11,True
exh-only,True,There are four ticks.,True,There are four spades.,1,,4478,,,"[1, 0]","[0, 0, 0]",1355,1,"[2, 8, 0]","[0, 0, 0]","[9, 4, 6]",,11.4116,"[3, 6, 8]",1,"[0, 1]",0,0,undefined,1,,There are four triangles.,1,filler,11,True
exh-only,True,There are four ticks.,True,There are four triangles.,1,,4272,,,"[0, 1]","[0, 0, 0]",1242,1,"[2, 8, 3]","[0, 0, 0]","[5, 8, 7]",,11.4116,"[9, 7, 8]",1,"[0, 1]",1,1,undefined,1,,There are four squares.,1,response,11,True
exh-only,False,There are four triangles.,False,7 + 0 = ?,1,,5295,,,"[1, 0]","[6, 0, 0]",2019,0,"[9, 7, 0]","[9, 0, 0]","[5, 0, 5]",,11.4116,"[7, 7, 0]",3,"[0, 1]",1,0,undefined,1,,0 + 5 = ?,1,response,11,False
exh-only,False,Some of the symbols are circles.,True,0 + 8 = ?,0,,5121,,,"[0, 1]","[4, 0, 0]",1628,0,"[7, 6, 0]","[4, 0, 0]","[11, 5, 6]",,11.4116,"[8, 0, 8]",3,"[0, 1]",1,1,undefined,1,,5 + 6 = ?,1,filler,11,False
exh-only,True,There are four stars.,True,There are four spades.,1,,4879,,,"[0, 1]","[0, 0, 0]",1387,0,"[6, 4, 5]","[0, 0, 0]","[1, 8, 4]",,11.4116,"[3, 8, 2]",1,"[1, 0]",1,1,undefined,0,,There are four clubs.,1,filler,11,True
exh-only,True,There are four squares.,True,There are only four hearts.,1,,4494,,,"[0, 1]","[0, 0, 0]",1271,0,"[5, 8, 0]","[0, 0, 0]","[8, 5, 0]",,11.4116,"[4, 8, 7]",2,"[1, 0]",1,1,undefined,0,,There are only four notes.,1,response,11,True
exh-only,False,There are four hearts.,False,4 + 5 = ?,1,,5320,,,"[1, 0]","[6, 0, 0]",1278,0,"[4, 5, 7]","[8, 0, 0]","[16, 8, 8]",,11.4116,"[9, 4, 5]",3,"[1, 0]",1,0,undefined,0,,8 + 8 = ?,1,filler,11,True
exh-only,True,Some of the symbols are squares.,True,Some of the symbols are stars.,0,,6624,,,"[1, 0]","[0, 0, 0]",1627,1,"[5, 1, 7]","[0, 0, 0]","[3, 0, 1]",,11.4116,"[6, 1, 3]",0,"[0, 1]",0,0,undefined,1,,Some of the symbols are spades.,1,response,11,True
exh-only,True,There is a spade.,True,0 + 2 = ?,2,,4472,,,"[1, 0]","[1, 0, 0]",1287,1,"[3, 4, 2]","[7, 0, 0]","[6, 6, 0]",,11.4116,"[2, 0, 2]",3,"[0, 1]",0,0,undefined,1,,6 + 0 = ?,1,filler,11,True
exh-only,True,There are four hearts.,True,There are only four circles.,1,,5050,,,"[1, 0]","[0, 0, 0]",1549,0,"[4, 6, 2]","[0, 0, 0]","[8, 4, 3]",,11.4116,"[7, 2, 9]",2,"[1, 0]",0,0,undefined,0,,There are only four notes.,1,filler,11,True
exh-only,True,There are four triangles.,True,There are four notes.,1,,5512,,,"[1, 0]","[0, 0, 0]",1442,1,"[9, 8, 3]","[0, 0, 0]","[8, 7, 6]",,11.4116,"[8, 7, 6]",0,"[0, 1]",0,0,undefined,1,,There are four notes.,1,filler,11,True
exh-only,True,Some of the symbols are notes.,True,Some of the symbols are triangles.,0,,7215,,,"[1, 0]","[0, 0, 0]",1471,0,"[8, 1, 6]","[0, 0, 0]","[2, 7, 9]",,11.4116,"[9, 7, 3]",0,"[1, 0]",0,0,undefined,0,,Some of the symbols are ticks.,1,response,11,True
exh-only,True,There are four notes.,True,There are four ticks.,1,,4681,,,"[0, 1]","[0, 0, 0]",1536,1,"[8, 3, 1]","[0, 0, 0]","[0, 2, 3]",,11.4116,"[2, 1, 0]",1,"[0, 1]",1,1,undefined,1,,There are four diamonds.,1,filler,11,True
exh-only,True,There is a diamond.,True,There is only a spade.,2,,4570,,,"[0, 1]","[0, 0, 0]",1510,0,"[0, 6, 1]","[0, 0, 0]","[9, 4, 0]",,11.4116,"[3, 1, 0]",2,"[1, 0]",1,1,undefined,0,,There is only a triangle.,1,filler,11,True
exh-only,True,There is a tick.,True,There is only a square.,2,,4842,,,"[1, 0]","[0, 0, 0]",1850,0,"[2, 9, 8]","[0, 0, 0]","[6, 8, 2]",,11.4116,"[5, 3, 1]",2,"[1, 0]",0,0,undefined,0,,There is only a star.,1,response,11,True
exh-only,False,Some of the symbols are circles.,False,8 + 5 = ?,0,,4795,,,"[1, 0]","[3, 0, 0]",1465,0,"[7, 3, 4]","[3, 0, 0]","[12, 6, 6]",,11.4116,"[13, 8, 5]",3,"[0, 1]",1,0,undefined,1,,6 + 6 = ?,1,response,11,False
exh-only,False,There are four circles.,False,4 + 7 = ?,1,,5450,,,"[1, 0]","[4, 0, 0]",1681,0,"[7, 4, 0]","[7, 0, 0]","[10, 8, 2]",,11.4116,"[11, 4, 7]",3,"[0, 1]",1,0,undefined,1,,8 + 2 = ?,1,filler,11,False
exh-only,True,There are four ticks.,True,There are four ticks.,1,,5542,,,"[0, 1]","[0, 0, 0]",2189,1,"[2, 6, 0]","[0, 0, 0]","[7, 6, 0]",,11.4116,"[2, 3, 4]",0,"[0, 1]",1,1,undefined,1,,There are four circles.,1,response,11,True
exh-only,False,Some of the symbols are clubs.,False,1 + 8 = ?,0,,5112,,,"[0, 1]","[4, 0, 0]",1703,1,"[1, 9, 0]","[6, 0, 0]","[6, 4, 2]",,11.4116,"[9, 1, 8]",3,"[0, 1]",0,1,undefined,1,,4 + 2 = ?,1,filler,11,True
exh-only,True,Some of the symbols are ticks.,True,Some of the symbols are clubs.,0,,5534,,,"[0, 1]","[0, 0, 0]",1679,1,"[2, 4, 9]","[0, 0, 0]","[6, 9, 4]",,11.4116,"[1, 4, 6]",1,"[0, 1]",1,1,undefined,1,,Some of the symbols are stars.,1,response,11,True
exh-only,True,There are four triangles.,True,There are four squares.,1,,5304,,,"[1, 0]","[0, 0, 0]",1417,0,"[9, 5, 6]","[0, 0, 0]","[2, 6, 7]",,11.4116,"[5, 6, 0]",0,"[1, 0]",0,0,undefined,0,,There are four ticks.,1,filler,11,True
exh-only,False,Some of the symbols are circles.,True,7 + 9 = ?,0,,5112,,,"[0, 1]","[9, 0, 0]",1726,0,"[7, 0, 4]","[5, 0, 0]","[6, 3, 3]",,11.4116,"[16, 7, 9]",3,"[0, 1]",1,1,undefined,1,,3 + 3 = ?,1,response,11,False
exh-only,True,Some of the symbols are notes.,True,Some of the symbols are notes.,0,,6692,,,"[1, 0]","[0, 0, 0]",1442,1,"[8, 9, 4]","[0, 0, 0]","[8, 5, 0]",,11.4116,"[8, 7, 0]",1,"[0, 1]",0,0,undefined,1,,Some of the symbols are notes.,1,response,11,True
exh-only,False,Some of the symbols are stars.,True,8 + 4 = ?,0,,4723,,,"[0, 1]","[4, 0, 0]",1600,0,"[6, 2, 4]","[0, 0, 0]","[5, 0, 5]",,11.4116,"[12, 8, 4]",3,"[0, 1]",1,1,undefined,1,,0 + 5 = ?,1,response,11,False
exh-only,True,There is a spade.,True,There is only a square.,2,,4927,,,"[1, 0]","[0, 0, 0]",1642,1,"[3, 8, 1]","[0, 0, 0]","[9, 2, 5]",,11.4116,"[5, 6, 9]",2,"[0, 1]",0,0,undefined,1,,There is only a triangle.,1,filler,11,True
exh-only,True,Some of the symbols are stars.,True,Some of the symbols are squares.,0,,5766,,,"[1, 0]","[0, 0, 0]",1688,0,"[6, 4, 5]","[0, 0, 0]","[3, 5, 9]",,11.4116,"[5, 3, 2]",0,"[1, 0]",0,0,undefined,0,,Some of the symbols are spades.,1,filler,11,True
exh-only,True,There are four spades.,True,There are only four hearts.,1,,6500,,,"[0, 1]","[0, 0, 0]",1449,0,"[3, 4, 7]","[0, 0, 0]","[3, 2, 5]",,11.4116,"[4, 2, 9]",2,"[1, 0]",1,1,undefined,0,,There are only four spades.,1,response,11,True
exh-only,True,There is a spade.,True,There is a tick.,2,,4455,,,"[0, 1]","[0, 0, 0]",1256,0,"[3, 5, 9]","[0, 0, 0]","[9, 6, 2]",,11.4116,"[2, 6, 4]",1,"[1, 0]",1,1,undefined,0,,There is a triangle.,1,response,11,True
exh-only,True,There are four triangles.,True,There are four circles.,1,,4826,,,"[1, 0]","[0, 0, 0]",1420,1,"[9, 7, 3]","[0, 0, 0]","[5, 7, 2]",,11.4116,"[7, 0, 1]",0,"[0, 1]",0,0,undefined,1,,There are four squares.,1,response,11,True
exh-only,True,There are four triangles.,True,There are only four hearts.,1,,4394,,,"[0, 1]","[0, 0, 0]",1342,1,"[9, 6, 5]","[0, 0, 0]","[0, 3, 8]",,11.4116,"[4, 9, 5]",2,"[0, 1]",1,1,undefined,1,,There are only four diamonds.,1,response,11,True
exh-only,True,Some of the symbols are clubs.,True,Some of the symbols are diamonds.,0,,6128,,,"[0, 1]","[0, 0, 0]",1672,0,"[1, 5, 2]","[0, 0, 0]","[4, 5, 8]",,11.4116,"[0, 9, 7]",1,"[1, 0]",1,1,undefined,0,,Some of the symbols are hearts.,1,response,11,True
exh-only,False,There is a diamond.,False,8 + 2 = ?,2,,4810,,,"[1, 0]","[2, 0, 0]",1550,0,"[0, 6, 9]","[2, 0, 0]","[15, 8, 7]",,11.4116,"[10, 8, 2]",3,"[1, 0]",1,0,undefined,0,,8 + 7 = ?,1,response,11,True
exh-only,True,Some of the symbols are diamonds.,True,Some of the symbols are squares.,0,,5465,,,"[1, 0]","[0, 0, 0]",1254,0,"[0, 4, 6]","[0, 0, 0]","[7, 1, 8]",,11.4116,"[5, 3, 8]",0,"[1, 0]",0,0,undefined,0,,Some of the symbols are circles.,1,filler,11,True
exh-only,True,There is a spade.,True,There is only a tick.,2,,4332,,,"[0, 1]","[0, 0, 0]",1101,1,"[3, 9, 4]","[0, 0, 0]","[9, 8, 1]",,11.4116,"[2, 7, 0]",2,"[0, 1]",1,1,undefined,1,,There is only a triangle.,1,response,11,True
exh-only,True,There is a triangle.,True,There is only a tick.,2,,4894,,,"[0, 1]","[0, 0, 0]",1355,0,"[9, 5, 4]","[0, 0, 0]","[8, 4, 1]",,11.4116,"[2, 0, 9]",2,"[1, 0]",1,1,undefined,0,,There is only a note.,1,response,11,True
exh-only,True,There are four stars.,True,There are only four diamonds.,1,,5150,,,"[1, 0]","[0, 0, 0]",1233,0,"[6, 4, 7]","[0, 0, 0]","[8, 7, 4]",,11.4116,"[0, 4, 2]",2,"[1, 0]",0,0,undefined,0,,There are only four notes.,1,response,11,True
exh-only,False,There are four spades.,False,3 + 1 = ?,1,,5104,,,"[1, 0]","[1, 0, 0]",1620,0,"[3, 1, 9]","[7, 0, 0]","[9, 3, 6]",,11.4116,"[4, 3, 1]",3,"[0, 1]",1,0,undefined,1,,3 + 6 = ?,1,filler,11,False
exh-only,True,There is a circle.,True,There is a star.,2,,5333,,,"[1, 0]","[0, 0, 0]",1349,0,"[7, 1, 6]","[0, 0, 0]","[3, 2, 6]",,11.4116,"[6, 4, 7]",1,"[1, 0]",0,0,undefined,0,,There is a spade.,1,filler,11,True
exh-only,False,There are four squares.,False,3 + 0 = ?,1,,4718,,,"[1, 0]","[1, 0, 0]",1465,0,"[5, 9, 6]","[4, 0, 0]","[0, 0, 0]",,11.4116,"[3, 3, 0]",3,"[0, 1]",1,0,undefined,1,,0 + 0 = ?,1,response,11,False
