image,primeOShuffle,btwncondition,audio,goodPTChoice,pOwrongAnswer,responseChoice,correctPTChoice,primeTShuffle,pTChoice,correctPChoices,Answer.condition,response_rt,pOChoice,Answer.time_in_minutes,pTSymbols,goodPOChoice,pOSentence,responseSentence,primeStrength,pTwrongAnswer,slide_number,correctPOChoice,trial_type,slide_type,response,primeType,pOSymbols,workerid,responseSymbols,block_rt,pTSentence
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2631,1,19.97655,"[8, 7, 3]",1,There is only a square.,There is a triangle.,2,"[0, 0, 0]",,True,filler,,,2,"[5, 1, 0]",3,"[9, 1, 3]",7455,There is only a note.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2463,0,19.97655,"[6, 4, 2]",0,There are four ticks.,There are four hearts.,1,"[0, 0, 0]",,True,filler,,,1,"[2, 1, 9]",3,"[4, 2, 6]",9337,There are four stars.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2503,0,19.97655,"[6, 3, 2]",0,There are four circles.,There are four ticks.,1,"[0, 0, 0]",,True,filler,,,1,"[7, 1, 3]",3,"[2, 3, 4]",6856,There are four stars.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,3896,0,19.97655,"[1, 7, 8]",0,There is only a star.,There is a club.,2,"[0, 0, 0]",,True,filler,,,2,"[6, 7, 4]",3,"[1, 3, 5]",9216,There is only a club.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2976,0,19.97655,"[2, 0, 7]",0,Only some of the symbols are spades.,Some of the symbols are diamonds.,2,"[0, 0, 0]",,True,filler,,,0,"[3, 8, 4]",3,"[0, 2, 8]",11112,Only some of the symbols are ticks.
Barbara,,,,,,,,,,,undefined,,,12.117516666666667,,,,,,,1,,,bot_check,"[0, 'Barbara']",,,4,,,
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,4815,1,12.117516666666667,"[8, 6, 5]",1,Only some of the symbols are squares.,Some of the symbols are ticks.,2,"[0, 0, 0]",,True,filler,,,0,"[5, 7, 2]",4,"[2, 1, 7]",13543,Only some of the symbols are notes.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,1623,0,12.117516666666667,"[1, 6, 0]",0,There is a triangle.,There is a star.,0,"[0, 0, 0]",,True,response,,,2,"[9, 7, 6]",4,"[6, 8, 2]",6535,There is a club.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,10479,0,12.117516666666667,"[8, 7, 1]",0,Some of the symbols are hearts.,Some of the symbols are circles.,1,"[0, 0, 0]",,True,response,,,0,"[4, 0, 6]",4,"[7, 5, 2]",19103,Some of the symbols are notes.
,"[0, 1]",exh-only,,1,"[6, 0, 0]",1,True,"[0, 1]",1,False,undefined,3351,0,12.117516666666667,"[7, 0, 7]",1,8 + 0 = ?,Some of the symbols are diamonds.,3,"[5, 0, 0]",,False,filler,,,0,"[8, 8, 0]",4,"[0, 4, 9]",9656,0 + 7 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,11816,1,12.117516666666667,"[1, 9, 3]",1,Some of the symbols are hearts.,Some of the symbols are notes.,0,"[0, 0, 0]",,True,response,,,0,"[4, 6, 0]",4,"[8, 0, 7]",22696,Some of the symbols are clubs.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2871,0,12.117516666666667,"[3, 9, 4]",0,There is a tick.,There is a note.,1,"[0, 0, 0]",,True,filler,,,2,"[2, 9, 6]",4,"[8, 2, 3]",12135,There is a spade.
,"[1, 0]",exh-only,,1,"[7, 0, 0]",1,True,"[0, 1]",1,True,undefined,2256,0,12.117516666666667,"[8, 4, 4]",0,5 + 0 = ?,There are four ticks.,3,"[9, 0, 0]",,True,filler,,,1,"[5, 5, 0]",4,"[2, 6, 9]",5553,4 + 4 = ?
,"[1, 0]",exh-only,,0,"[4, 0, 0]",1,False,"[1, 0]",1,False,undefined,2551,0,12.117516666666667,"[10, 6, 4]",0,8 + 4 = ?,Some of the symbols are triangles.,3,"[8, 0, 0]",,True,response,,,0,"[12, 8, 4]",4,"[9, 8, 0]",6039,6 + 4 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2151,0,12.117516666666667,"[4, 3, 6]",0,There are four ticks.,There are four hearts.,1,"[0, 0, 0]",,True,filler,,,1,"[2, 8, 1]",4,"[4, 0, 7]",6431,There are four hearts.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2528,0,12.117516666666667,"[3, 9, 4]",0,Only some of the symbols are ticks.,Some of the symbols are spades.,2,"[0, 0, 0]",,True,filler,,,0,"[2, 4, 5]",4,"[3, 6, 4]",9976,Only some of the symbols are spades.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2104,1,12.117516666666667,"[2, 0, 7]",1,There are four circles.,There are four circles.,1,"[0, 0, 0]",,True,filler,,,1,"[7, 9, 6]",4,"[7, 4, 6]",5592,There are four ticks.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,9350,1,12.117516666666667,"[1, 9, 4]",1,There are four squares.,There are four circles.,0,"[0, 0, 0]",,True,response,,,1,"[5, 4, 0]",4,"[7, 1, 4]",13888,There are four clubs.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,7751,1,12.117516666666667,"[5, 0, 2]",1,There are only four ticks.,There are four triangles.,2,"[0, 0, 0]",,True,response,,,1,"[2, 4, 8]",4,"[9, 8, 5]",12767,There are only four squares.
,"[1, 0]",exh-only,,0,"[8, 0, 0]",0,True,"[1, 0]",0,False,undefined,3183,1,12.117516666666667,"[9, 4, 5]",0,3 + 4 = ?,There is a star.,3,"[5, 0, 0]",,False,response,,,2,"[7, 3, 4]",4,"[6, 9, 7]",6640,4 + 5 = ?
,"[0, 1]",exh-only,,0,"[7, 0, 0]",1,False,"[1, 0]",1,False,undefined,2143,0,12.117516666666667,"[13, 4, 9]",1,7 + 8 = ?,There is a heart.,3,"[8, 0, 0]",,False,filler,,,2,"[15, 7, 8]",4,"[4, 1, 3]",5175,4 + 9 = ?
,"[0, 1]",exh-only,,0,"[1, 0, 0]",1,False,"[1, 0]",1,False,undefined,1783,0,12.117516666666667,"[14, 5, 9]",1,1 + 2 = ?,There are four diamonds.,3,"[1, 0, 0]",,False,filler,,,1,"[3, 1, 2]",4,"[0, 1, 6]",4768,5 + 9 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2159,0,12.117516666666667,"[0, 4, 1]",0,Some of the symbols are ticks.,Some of the symbols are stars.,1,"[0, 0, 0]",,True,filler,,,0,"[2, 1, 7]",4,"[6, 3, 7]",6767,Some of the symbols are diamonds.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,1968,1,12.117516666666667,"[1, 2, 3]",1,There is a star.,There is a tick.,1,"[0, 0, 0]",,True,response,,,2,"[6, 2, 0]",4,"[2, 7, 5]",5688,There is a club.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,3494,0,12.117516666666667,"[6, 7, 1]",0,Some of the symbols are hearts.,Some of the symbols are ticks.,1,"[0, 0, 0]",,True,response,,,0,"[4, 9, 1]",4,"[2, 0, 5]",9235,Some of the symbols are stars.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1792,1,12.117516666666667,"[0, 3, 1]",1,There are four notes.,There are four triangles.,0,"[0, 0, 0]",,True,filler,,,1,"[8, 0, 3]",4,"[9, 8, 4]",5712,There are four diamonds.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,3192,0,12.117516666666667,"[6, 0, 1]",0,Some of the symbols are diamonds.,Some of the symbols are squares.,0,"[0, 0, 0]",,True,filler,,,0,"[0, 9, 4]",4,"[5, 0, 1]",8952,Some of the symbols are stars.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,2167,1,12.117516666666667,"[7, 2, 8]",1,There is a tick.,There is a spade.,1,"[0, 0, 0]",,True,response,,,2,"[2, 3, 9]",4,"[3, 2, 9]",6367,There is a circle.
,"[1, 0]",exh-only,,0,"[5, 0, 0]",1,True,"[1, 0]",0,False,undefined,1799,1,12.117516666666667,"[15, 7, 8]",0,8 + 8 = ?,Some of the symbols are circles.,3,"[3, 0, 0]",,False,filler,,,0,"[16, 8, 8]",4,"[7, 0, 2]",4688,7 + 8 = ?
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,1935,1,12.117516666666667,"[4, 9, 2]",1,Some of the symbols are clubs.,Some of the symbols are diamonds.,0,"[0, 0, 0]",,True,response,,,0,"[1, 3, 0]",4,"[0, 1, 6]",6136,Some of the symbols are hearts.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1407,1,12.117516666666667,"[3, 1, 9]",1,There are four stars.,There are four squares.,0,"[0, 0, 0]",,True,filler,,,1,"[6, 2, 5]",4,"[5, 0, 3]",4264,There are four spades.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,2799,1,12.117516666666667,"[5, 3, 2]",0,0 + 5 = ?,There are four notes.,3,"[8, 0, 0]",,False,response,,,1,"[5, 0, 5]",4,"[8, 4, 7]",5256,3 + 2 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2159,0,12.117516666666667,"[7, 1, 6]",0,There are four clubs.,There are four stars.,0,"[0, 0, 0]",,True,response,,,1,"[1, 8, 3]",4,"[6, 8, 9]",6736,There are four circles.
,"[0, 1]",exh-only,,0,"[8, 0, 0]",1,True,"[1, 0]",0,True,undefined,1903,1,12.117516666666667,"[14, 7, 7]",1,3 + 0 = ?,Some of the symbols are triangles.,3,"[3, 0, 0]",,True,filler,,,0,"[3, 3, 0]",4,"[9, 8, 0]",5096,7 + 7 = ?
,"[1, 0]",exh-only,,0,"[6, 0, 0]",1,True,"[1, 0]",0,False,undefined,2327,1,12.117516666666667,"[1, 0, 1]",0,9 + 0 = ?,There are four stars.,3,"[3, 0, 0]",,False,response,,,1,"[9, 9, 0]",4,"[6, 9, 2]",7630,0 + 1 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,4007,0,12.117516666666667,"[2, 0, 9]",0,Some of the symbols are hearts.,Some of the symbols are clubs.,0,"[0, 0, 0]",,True,filler,,,0,"[4, 2, 0]",4,"[1, 3, 4]",7328,Some of the symbols are ticks.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1448,1,12.117516666666667,"[9, 8, 4]",1,There is a circle.,There is a note.,0,"[0, 0, 0]",,True,filler,,,2,"[7, 5, 0]",4,"[8, 7, 6]",4680,There is a triangle.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1487,1,12.117516666666667,"[7, 9, 0]",1,There is a square.,There is a star.,0,"[0, 0, 0]",,True,filler,,,2,"[5, 3, 7]",4,"[6, 8, 1]",6072,There is a circle.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2824,0,12.117516666666667,"[4, 8, 0]",0,Some of the symbols are squares.,Some of the symbols are squares.,1,"[0, 0, 0]",,True,response,,,0,"[5, 6, 8]",4,"[5, 7, 6]",6160,Some of the symbols are hearts.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2615,1,12.117516666666667,"[2, 6, 0]",1,Some of the symbols are ticks.,Some of the symbols are circles.,0,"[0, 0, 0]",,True,response,,,0,"[2, 9, 5]",4,"[7, 4, 9]",6751,Some of the symbols are ticks.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1839,1,12.117516666666667,"[2, 6, 9]",1,There are four diamonds.,There are four triangles.,1,"[0, 0, 0]",,True,response,,,1,"[0, 8, 1]",4,"[9, 2, 1]",4695,There are four ticks.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,2063,0,12.117516666666667,"[4, 9, 0]",0,There is only a diamond.,There is a star.,2,"[0, 0, 0]",,True,response,,,2,"[0, 8, 5]",4,"[6, 3, 9]",5120,There is only a heart.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2383,1,12.117516666666667,"[9, 0, 1]",1,Only some of the symbols are ticks.,Some of the symbols are stars.,2,"[0, 0, 0]",,True,response,,,0,"[2, 4, 1]",4,"[6, 9, 4]",8016,Only some of the symbols are triangles.
,"[1, 0]",exh-only,,0,"[2, 0, 0]",1,False,"[1, 0]",1,False,undefined,1253,0,12.117516666666667,"[14, 5, 9]",0,3 + 7 = ?,There are four stars.,3,"[8, 0, 0]",,True,filler,,,1,"[10, 3, 7]",4,"[6, 9, 2]",4924,5 + 9 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1152,1,12.117516666666667,"[7, 8, 1]",1,There are only four triangles.,There are four clubs.,2,"[0, 0, 0]",,True,filler,,,1,"[9, 0, 1]",4,"[1, 5, 3]",3633,There are only four circles.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2903,1,12.117516666666667,"[3, 1, 7]",1,Only some of the symbols are stars.,Some of the symbols are clubs.,2,"[0, 0, 0]",,True,filler,,,0,"[6, 4, 3]",4,"[1, 2, 9]",8055,Only some of the symbols are spades.
,"[1, 0]",exh-only,,1,"[8, 0, 0]",1,False,"[0, 1]",0,False,undefined,1271,1,12.117516666666667,"[10, 2, 8]",0,7 + 0 = ?,Some of the symbols are triangles.,3,"[9, 0, 0]",,False,response,,,0,"[7, 7, 0]",4,"[9, 6, 7]",3463,2 + 8 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1311,0,12.117516666666667,"[3, 5, 7]",0,There is a club.,There is a diamond.,1,"[0, 0, 0]",,True,filler,,,2,"[1, 2, 8]",4,"[0, 7, 6]",4248,There is a spade.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1903,1,12.117516666666667,"[1, 8, 9]",1,There are four ticks.,There are four ticks.,0,"[0, 0, 0]",,True,response,,,1,"[2, 9, 4]",4,"[2, 8, 5]",6416,There are four clubs.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2256,0,12.117516666666667,"[4, 7, 3]",0,There are only four circles.,There are four triangles.,2,"[0, 0, 0]",,True,response,,,1,"[7, 0, 2]",4,"[9, 0, 8]",6129,There are only four hearts.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2039,0,12.117516666666667,"[4, 3, 5]",0,Only some of the symbols are triangles.,Some of the symbols are stars.,2,"[0, 0, 0]",,True,filler,,,0,"[9, 3, 6]",4,"[6, 7, 9]",6999,Only some of the symbols are hearts.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2487,1,12.117516666666667,"[7, 8, 2]",1,There are four stars.,There are four spades.,1,"[0, 0, 0]",,True,response,,,1,"[6, 0, 7]",4,"[3, 5, 0]",5240,There are four circles.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,6528,1,12.117516666666667,"[6, 8, 5]",1,There are four ticks.,There are four spades.,1,"[0, 0, 0]",,True,response,,,1,"[2, 7, 9]",4,"[3, 9, 2]",9552,There are four stars.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1791,1,12.117516666666667,"[2, 9, 0]",1,There is a diamond.,There is a spade.,1,"[0, 0, 0]",,True,filler,,,2,"[0, 6, 2]",4,"[3, 5, 7]",4991,There is a tick.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1631,1,12.117516666666667,"[3, 8, 4]",1,There is only a diamond.,There is a square.,2,"[0, 0, 0]",,True,filler,,,2,"[0, 5, 4]",4,"[5, 7, 2]",4213,There is only a spade.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1423,1,12.117516666666667,"[3, 4, 9]",1,There is a square.,There is a star.,1,"[0, 0, 0]",,True,filler,,,2,"[5, 6, 0]",4,"[6, 0, 8]",4295,There is a spade.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1633,1,12.117516666666667,"[5, 0, 2]",1,There is only a heart.,There is a note.,2,"[0, 0, 0]",,True,filler,,,2,"[4, 5, 7]",4,"[8, 6, 5]",4067,There is only a square.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1127,0,12.117516666666667,"[9, 5, 0]",0,There are four circles.,There are four circles.,1,"[0, 0, 0]",,True,filler,,,1,"[7, 3, 0]",4,"[7, 6, 9]",3494,There are four triangles.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1695,0,12.117516666666667,"[2, 4, 7]",0,Some of the symbols are hearts.,Some of the symbols are spades.,1,"[0, 0, 0]",,True,filler,,,0,"[4, 1, 8]",4,"[3, 7, 0]",5728,Some of the symbols are ticks.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,4680,0,12.117516666666667,"[3, 4, 0]",0,Only some of the symbols are spades.,Some of the symbols are spades.,2,"[0, 0, 0]",,True,response,,,0,"[3, 6, 7]",4,"[3, 2, 7]",10816,Only some of the symbols are spades.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,2576,1,12.117516666666667,"[8, 3, 5]",0,5 + 4 = ?,There is a square.,3,"[0, 0, 0]",,False,response,,,2,"[9, 5, 4]",4,"[5, 6, 8]",7024,3 + 5 = ?
,"[1, 0]",exh-only,,1,"[8, 0, 0]",1,True,"[0, 1]",1,True,undefined,2367,0,12.117516666666667,"[3, 0, 3]",0,4 + 8 = ?,Some of the symbols are hearts.,3,"[1, 0, 0]",,True,response,,,0,"[12, 4, 8]",4,"[4, 6, 5]",4391,0 + 3 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1271,0,12.117516666666667,"[7, 6, 3]",0,There are four circles.,There are four stars.,1,"[0, 0, 0]",,True,filler,,,1,"[7, 8, 3]",4,"[6, 3, 9]",4128,There are four circles.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2415,1,12.117516666666667,"[0, 3, 8]",1,Only some of the symbols are squares.,Some of the symbols are ticks.,2,"[0, 0, 0]",,True,response,,,0,"[5, 0, 6]",4,"[2, 0, 9]",6896,Only some of the symbols are diamonds.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2460,1,12.117516666666667,"[2, 7, 1]",1,There are four notes.,There are four circles.,0,"[0, 0, 0]",,True,response,,,1,"[8, 2, 4]",4,"[7, 5, 1]",6709,There are four ticks.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2495,1,12.117516666666667,"[5, 9, 0]",1,There are only four hearts.,There are four stars.,2,"[0, 0, 0]",,True,response,,,1,"[4, 9, 6]",4,"[6, 3, 4]",4911,There are only four squares.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1895,0,12.117516666666667,"[0, 3, 7]",0,There are only four ticks.,There are four triangles.,2,"[0, 0, 0]",,True,filler,,,1,"[2, 4, 9]",4,"[9, 1, 7]",4200,There are only four diamonds.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2134,1,12.117516666666667,"[5, 0, 8]",1,Some of the symbols are hearts.,Some of the symbols are squares.,1,"[0, 0, 0]",,True,filler,,,0,"[4, 8, 7]",4,"[5, 9, 1]",12016,Some of the symbols are squares.
,"[1, 0]",exh-only,,0,"[8, 0, 0]",1,False,"[1, 0]",1,False,undefined,1328,0,12.117516666666667,"[9, 6, 3]",0,3 + 1 = ?,There are four hearts.,3,"[7, 0, 0]",,True,filler,,,1,"[4, 3, 1]",4,"[4, 3, 7]",3097,6 + 3 = ?
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,1095,1,12.117516666666667,"[9, 6, 8]",1,There is only a heart.,There is a square.,2,"[0, 0, 0]",,True,response,,,2,"[4, 9, 0]",4,"[5, 8, 1]",3007,There is only a triangle.
,"[1, 0]",exh-only,,0,"[5, 0, 0]",1,True,"[1, 0]",0,False,undefined,1168,1,12.117516666666667,"[7, 3, 4]",0,5 + 7 = ?,Some of the symbols are ticks.,3,"[6, 0, 0]",,False,response,,,0,"[12, 5, 7]",4,"[2, 8, 4]",3361,3 + 4 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2259,0,12.117516666666667,"[9, 2, 4]",0,Only some of the symbols are stars.,Some of the symbols are squares.,2,"[0, 0, 0]",,True,response,,,0,"[6, 4, 5]",4,"[5, 2, 6]",5343,Only some of the symbols are triangles.
,"[1, 0]",exh-only,,1,"[1, 0, 0]",1,True,"[0, 1]",1,True,undefined,1289,0,12.117516666666667,"[1, 1, 0]",0,1 + 3 = ?,There is a tick.,3,"[8, 0, 0]",,True,filler,,,2,"[4, 1, 3]",4,"[2, 3, 7]",3648,1 + 0 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1384,0,12.117516666666667,"[4, 0, 1]",0,There is only a circle.,There is a diamond.,2,"[0, 0, 0]",,True,response,,,2,"[7, 9, 2]",4,"[0, 2, 9]",3248,There is only a heart.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1839,1,12.117516666666667,"[0, 1, 7]",1,There are only four triangles.,There are four stars.,2,"[0, 0, 0]",,True,filler,,,1,"[9, 6, 2]",4,"[6, 0, 7]",7343,There are only four diamonds.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1495,1,12.117516666666667,"[6, 5, 3]",1,Some of the symbols are stars.,Some of the symbols are notes.,0,"[0, 0, 0]",,True,filler,,,0,"[6, 5, 8]",4,"[8, 3, 4]",5200,Some of the symbols are stars.
,"[1, 0]",exh-only,,0,"[6, 0, 0]",1,False,"[1, 0]",1,False,undefined,1798,0,12.117516666666667,"[9, 8, 1]",0,6 + 5 = ?,There are four squares.,3,"[7, 0, 0]",,True,response,,,1,"[11, 6, 5]",4,"[5, 4, 6]",4111,8 + 1 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,1615,0,12.117516666666667,"[8, 4, 0]",0,There is a square.,There is a circle.,0,"[0, 0, 0]",,True,response,,,2,"[5, 3, 2]",4,"[7, 5, 6]",5062,There is a note.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1591,0,12.117516666666667,"[7, 6, 8]",0,There is only a diamond.,There is a circle.,2,"[0, 0, 0]",,True,filler,,,2,"[0, 1, 6]",4,"[7, 8, 1]",4039,There is only a circle.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1816,0,12.117516666666667,"[7, 4, 1]",0,There is a heart.,There is a circle.,0,"[0, 0, 0]",,True,filler,,,2,"[4, 8, 1]",4,"[7, 4, 9]",5160,There is a circle.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2104,1,12.117516666666667,"[5, 8, 2]",1,There is a circle.,There is a triangle.,0,"[0, 0, 0]",,True,filler,,,2,"[7, 1, 3]",4,"[9, 2, 4]",5392,There is a square.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1606,1,12.117516666666667,"[5, 9, 1]",1,There are four clubs.,There are four clubs.,0,"[0, 0, 0]",,True,filler,,,1,"[1, 0, 6]",4,"[1, 4, 3]",6007,There are four squares.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,3231,1,12.117516666666667,"[4, 9, 0]",1,Some of the symbols are triangles.,Some of the symbols are squares.,1,"[0, 0, 0]",,True,filler,,,0,"[9, 6, 7]",4,"[5, 1, 7]",10937,Some of the symbols are hearts.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2144,1,12.117516666666667,"[8, 9, 1]",1,Some of the symbols are squares.,Some of the symbols are ticks.,1,"[0, 0, 0]",,True,response,,,0,"[5, 1, 3]",4,"[2, 7, 6]",10432,Some of the symbols are notes.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1425,0,12.117516666666667,"[6, 8, 5]",0,There are four circles.,There are four spades.,0,"[0, 0, 0]",,True,filler,,,1,"[7, 9, 6]",4,"[3, 9, 1]",4384,There are four stars.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2287,0,12.117516666666667,"[5, 7, 8]",0,There is only a spade.,There is a spade.,2,"[0, 0, 0]",,True,filler,,,2,"[3, 8, 4]",4,"[3, 1, 9]",4695,There is only a square.
,"[0, 1]",exh-only,,1,"[4, 0, 0]",1,False,"[0, 1]",0,False,undefined,1831,1,12.117516666666667,"[7, 5, 2]",1,4 + 9 = ?,There are four circles.,3,"[8, 0, 0]",,True,response,,,1,"[13, 4, 9]",4,"[7, 6, 2]",4280,5 + 2 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,False,undefined,1343,1,12.117516666666667,"[8, 6, 2]",0,9 + 8 = ?,There is a club.,3,"[7, 0, 0]",,False,response,,,2,"[17, 9, 8]",4,"[1, 2, 8]",3702,6 + 2 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1470,1,12.117516666666667,"[2, 8, 4]",1,There are only four spades.,There are four squares.,2,"[0, 0, 0]",,True,filler,,,1,"[3, 6, 8]",4,"[5, 0, 4]",6711,There are only four ticks.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,3823,0,12.117516666666667,"[0, 5, 4]",0,There is a club.,There is a club.,0,"[0, 0, 0]",,True,response,,,2,"[1, 5, 9]",4,"[1, 2, 6]",7753,There is a diamond.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,1278,1,12.117516666666667,"[3, 5, 2]",1,There is only a spade.,There is a heart.,2,"[0, 0, 0]",,True,response,,,2,"[3, 8, 5]",4,"[4, 0, 2]",4607,There is only a spade.
