primeStrength,primeTShuffle,correctPTChoice,responseSentence,pTSentence,pOSymbols,goodPTChoice,Answer.time_in_minutes,correctPChoices,response_rt,pTwrongAnswer,pOChoice,audio,correctPOChoice,pOSentence,primeOShuffle,response,pTChoice,block_rt,slide_number,workerid,responseChoice,image,Answer.condition,pTSymbols,goodPOChoice,responseSymbols,pOwrongAnswer,primeType,trial_type,btwncondition,slide_type
0,"[1, 0]",True,Some of the symbols are ticks.,Some of the symbols are spades.,"[4, 6, 0]",0,14.625216666666667,True,1178,"[0, 0, 0]",0,,True,Some of the symbols are hearts.,"[1, 0]",,0,5494,,12,0,,undefined,"[3, 7, 4]",0,"[2, 6, 9]","[0, 0, 0]",0,response,alternative,
3,"[0, 1]",False,Some of the symbols are diamonds.,9 + 0 = ?,"[6, 2, 4]",1,14.625216666666667,False,1102,"[6, 0, 0]",1,,False,2 + 4 = ?,"[1, 0]",,0,3639,,12,0,,undefined,"[9, 9, 0]",0,"[0, 8, 7]","[6, 0, 0]",0,filler,alternative,
1,"[1, 0]",True,There are four triangles.,There are four stars.,"[5, 0, 8]",0,14.625216666666667,True,1732,"[0, 0, 0]",1,,True,There are four squares.,"[0, 1]",,0,4760,,12,1,,undefined,"[6, 2, 5]",1,"[9, 7, 4]","[0, 0, 0]",1,filler,alternative,
2,"[1, 0]",True,Some of the symbols are squares.,All of the symbols are clubs.,"[5, 1, 3]",0,14.625216666666667,True,1206,"[0, 0, 0]",1,,True,All of the symbols are squares.,"[0, 1]",,0,8717,,12,0,,undefined,"[1, 8, 9]",1,"[5, 1, 6]","[0, 0, 0]",0,response,alternative,
0,"[0, 1]",True,There are four squares.,There are four ticks.,"[0, 7, 8]",1,14.625216666666667,True,1211,"[0, 0, 0]",0,,True,There are four diamonds.,"[1, 0]",,1,3216,,12,0,,undefined,"[2, 9, 7]",0,"[5, 6, 7]","[0, 0, 0]",1,response,alternative,
1,"[0, 1]",True,Some of the symbols are clubs.,Some of the symbols are hearts.,"[6, 8, 3]",1,14.625216666666667,True,903,"[0, 0, 0]",0,,True,Some of the symbols are stars.,"[1, 0]",,1,6608,,12,0,,undefined,"[4, 1, 0]",0,"[1, 7, 8]","[0, 0, 0]",0,response,alternative,
1,"[0, 1]",True,There is a star.,There is a triangle.,"[8, 9, 5]",1,14.625216666666667,True,1167,"[0, 0, 0]",1,,True,There is a note.,"[0, 1]",,1,3679,,12,0,,undefined,"[9, 8, 7]",1,"[6, 8, 7]","[0, 0, 0]",2,filler,alternative,
3,"[0, 1]",False,There are four circles.,1 + 5 = ?,"[8, 4, 4]",1,14.625216666666667,False,1944,"[7, 0, 0]",1,,True,4 + 4 = ?,"[0, 1]",,0,5646,,12,0,,undefined,"[6, 1, 5]",1,"[7, 8, 5]","[1, 0, 0]",1,response,alternative,
2,"[0, 1]",True,Some of the symbols are spades.,All of the symbols are clubs.,"[6, 5, 3]",1,14.625216666666667,True,976,"[0, 0, 0]",1,,True,All of the symbols are stars.,"[0, 1]",,1,9318,,12,0,,undefined,"[1, 6, 3]",1,"[3, 2, 0]","[0, 0, 0]",0,filler,alternative,
0,"[0, 1]",True,There is a club.,There is a diamond.,"[4, 0, 1]",1,14.625216666666667,True,2591,"[0, 0, 0]",1,,True,There is a heart.,"[0, 1]",,1,9399,,12,0,,undefined,"[0, 1, 9]",1,"[1, 2, 9]","[0, 0, 0]",2,response,alternative,
3,"[0, 1]",False,There is a tick.,8 + 4 = ?,"[3, 0, 3]",1,14.625216666666667,False,1724,"[4, 0, 0]",1,,False,0 + 3 = ?,"[1, 0]",,0,3926,,12,0,,undefined,"[12, 8, 4]",0,"[2, 3, 0]","[4, 0, 0]",2,response,alternative,
3,"[0, 1]",True,Some of the symbols are hearts.,2 + 0 = ?,"[12, 4, 8]",1,14.625216666666667,False,999,"[8, 0, 0]",0,,False,4 + 8 = ?,"[0, 1]",,1,3432,,12,0,,undefined,"[2, 2, 0]",1,"[4, 5, 3]","[1, 0, 0]",0,filler,alternative,
0,"[0, 1]",True,There are four stars.,There are four triangles.,"[1, 7, 3]",1,14.625216666666667,True,840,"[0, 0, 0]",1,,True,There are four clubs.,"[0, 1]",,1,3799,,12,0,,undefined,"[9, 8, 1]",1,"[6, 5, 7]","[0, 0, 0]",1,response,alternative,
1,"[0, 1]",False,Some of the symbols are notes.,Some of the symbols are squares.,"[5, 2, 6]",1,14.625216666666667,False,1978,"[0, 0, 0]",1,,False,Some of the symbols are squares.,"[1, 0]",,0,3557,,12,0,,undefined,"[5, 3, 9]",0,"[8, 5, 2]","[0, 0, 0]",0,response,alternative,
2,"[1, 0]",True,Some of the symbols are triangles.,All of the symbols are hearts.,"[9, 0, 8]",0,14.625216666666667,True,1063,"[0, 0, 0]",1,,True,All of the symbols are triangles.,"[0, 1]",,0,5537,,12,0,,undefined,"[4, 7, 8]",1,"[9, 4, 7]","[0, 0, 0]",0,response,alternative,
0,"[0, 1]",True,There are four circles.,There are four circles.,"[9, 8, 0]",1,14.625216666666667,True,1002,"[0, 0, 0]",0,,True,There are four triangles.,"[1, 0]",,1,3095,,12,0,,undefined,"[7, 5, 4]",0,"[7, 3, 0]","[0, 0, 0]",1,response,alternative,
3,"[1, 0]",True,There is a spade.,0 + 2 = ?,"[10, 9, 1]",0,14.625216666666667,True,1335,"[6, 0, 0]",1,,True,9 + 1 = ?,"[0, 1]",,0,3799,,12,0,,undefined,"[2, 0, 2]",1,"[3, 4, 6]","[1, 0, 0]",2,filler,alternative,
0,"[0, 1]",True,There is a note.,There is a tick.,"[3, 8, 5]",1,14.625216666666667,True,1995,"[0, 0, 0]",0,,True,There is a spade.,"[1, 0]",,1,7487,,12,1,,undefined,"[2, 4, 3]",0,"[8, 5, 3]","[0, 0, 0]",2,filler,alternative,
0,"[1, 0]",True,Some of the symbols are circles.,Some of the symbols are clubs.,"[8, 9, 5]",0,14.625216666666667,True,1439,"[0, 0, 0]",1,,True,Some of the symbols are notes.,"[0, 1]",,0,5797,,12,0,,undefined,"[1, 5, 9]",1,"[7, 3, 8]","[0, 0, 0]",0,response,alternative,
0,"[1, 0]",True,There are four spades.,There are four stars.,"[4, 7, 5]",0,14.625216666666667,True,1186,"[0, 0, 0]",1,,True,There are four hearts.,"[0, 1]",,0,2930,,12,1,,undefined,"[6, 3, 0]",1,"[3, 6, 4]","[0, 0, 0]",1,filler,alternative,
1,"[0, 1]",True,There is a club.,There is a tick.,"[5, 0, 9]",1,14.625216666666667,True,2715,"[0, 0, 0]",1,,True,There is a square.,"[0, 1]",,1,5205,,12,0,,undefined,"[2, 8, 7]",1,"[1, 3, 4]","[0, 0, 0]",2,filler,alternative,
3,"[0, 1]",True,There is a spade.,1 + 9 = ?,"[12, 3, 9]",1,14.625216666666667,False,839,"[3, 0, 0]",0,,False,3 + 9 = ?,"[0, 1]",,1,3113,,12,0,,undefined,"[10, 1, 9]",1,"[3, 6, 7]","[5, 0, 0]",2,response,alternative,
3,"[1, 0]",False,There are four diamonds.,5 + 4 = ?,"[9, 2, 7]",0,14.625216666666667,False,3351,"[4, 0, 0]",0,,False,2 + 7 = ?,"[0, 1]",,1,6607,,12,1,,undefined,"[9, 5, 4]",1,"[0, 2, 4]","[0, 0, 0]",1,filler,alternative,
2,"[0, 1]",True,There is a square.,There is a club and a heart.,"[4, 0, 5]",1,14.625216666666667,True,1365,"[0, 0, 0]",1,,True,There is a heart and a diamond.,"[0, 1]",,1,5174,,12,0,,undefined,"[1, 4, 2]",1,"[5, 0, 4]","[0, 0, 0]",2,response,alternative,
0,"[0, 1]",True,Some of the symbols are circles.,Some of the symbols are triangles.,"[6, 1, 5]",1,14.625216666666667,True,2299,"[0, 0, 0]",0,,True,Some of the symbols are stars.,"[1, 0]",,1,7574,,12,1,,undefined,"[9, 4, 7]",0,"[7, 4, 2]","[0, 0, 0]",0,filler,alternative,
1,"[1, 0]",True,There are four hearts.,There are four diamonds.,"[1, 2, 4]",0,14.625216666666667,True,2879,"[0, 0, 0]",1,,True,There are four clubs.,"[0, 1]",,0,5945,,12,1,,undefined,"[0, 4, 8]",1,"[4, 9, 7]","[0, 0, 0]",1,response,alternative,
1,"[0, 1]",True,There are four squares.,There are four ticks.,"[8, 9, 0]",1,14.625216666666667,True,1093,"[0, 0, 0]",0,,True,There are four notes.,"[1, 0]",,1,4727,,12,0,,undefined,"[2, 6, 0]",0,"[5, 3, 9]","[0, 0, 0]",1,response,alternative,
3,"[1, 0]",False,There is a spade.,5 + 1 = ?,"[13, 4, 9]",0,14.625216666666667,False,4440,"[0, 0, 0]",0,,True,4 + 9 = ?,"[1, 0]",,1,7565,,12,0,,undefined,"[6, 5, 1]",0,"[3, 4, 6]","[5, 0, 0]",2,response,alternative,
2,"[1, 0]",True,There are four circles.,There are six ticks.,"[4, 0, 9]",0,14.625216666666667,True,1385,"[0, 0, 0]",1,,True,There are six hearts.,"[0, 1]",,0,4337,,12,0,,undefined,"[2, 1, 5]",1,"[7, 3, 9]","[0, 0, 0]",1,response,alternative,
1,"[1, 0]",True,There are four ticks.,There are four hearts.,"[1, 9, 6]",0,14.625216666666667,True,1494,"[0, 0, 0]",1,,True,There are four clubs.,"[0, 1]",,0,4422,,12,1,,undefined,"[4, 6, 3]",1,"[2, 6, 0]","[0, 0, 0]",1,filler,alternative,
2,"[1, 0]",True,There are four squares.,There are six triangles.,"[0, 8, 9]",0,14.625216666666667,True,1912,"[0, 0, 0]",0,,True,There are six diamonds.,"[1, 0]",,0,4984,,12,0,,undefined,"[9, 6, 0]",0,"[5, 9, 4]","[0, 0, 0]",1,response,alternative,
0,"[1, 0]",True,Some of the symbols are spades.,Some of the symbols are clubs.,"[4, 7, 9]",0,14.625216666666667,True,2292,"[0, 0, 0]",1,,True,Some of the symbols are hearts.,"[0, 1]",,0,6404,,12,1,,undefined,"[1, 2, 9]",1,"[3, 8, 1]","[0, 0, 0]",0,filler,alternative,
3,"[0, 1]",True,There is a star.,8 + 3 = ?,"[8, 4, 4]",1,14.625216666666667,False,1334,"[0, 0, 0]",0,,False,4 + 4 = ?,"[0, 1]",,1,3614,,12,0,,undefined,"[11, 8, 3]",1,"[6, 8, 1]","[0, 0, 0]",2,response,alternative,
0,"[0, 1]",False,Some of the symbols are notes.,Some of the symbols are spades.,"[9, 5, 1]",1,14.625216666666667,False,1963,"[0, 0, 0]",0,,True,Some of the symbols are triangles.,"[1, 0]",,0,8296,,12,1,,undefined,"[3, 1, 4]",0,"[8, 5, 1]","[0, 0, 0]",0,filler,alternative,
1,"[1, 0]",True,There is a triangle.,There is a tick.,"[7, 9, 5]",0,14.625216666666667,True,3154,"[0, 0, 0]",0,,True,There is a circle.,"[1, 0]",,0,6185,,12,0,,undefined,"[2, 8, 3]",0,"[9, 2, 4]","[0, 0, 0]",2,response,alternative,
1,"[1, 0]",True,There are four diamonds.,There are four clubs.,"[4, 6, 2]",0,14.625216666666667,True,1516,"[0, 0, 0]",1,,True,There are four hearts.,"[0, 1]",,0,5379,,12,1,,undefined,"[1, 7, 8]",1,"[0, 7, 2]","[0, 0, 0]",1,filler,alternative,
1,"[1, 0]",True,There is a tick.,There is a note.,"[7, 9, 1]",0,14.625216666666667,True,1024,"[0, 0, 0]",1,,True,There is a circle.,"[0, 1]",,0,3098,,12,1,,undefined,"[8, 9, 5]",1,"[2, 4, 9]","[0, 0, 0]",2,response,alternative,
3,"[0, 1]",True,There are four squares.,9 + 5 = ?,"[9, 8, 1]",1,14.625216666666667,True,8776,"[1, 0, 0]",0,,True,8 + 1 = ?,"[1, 0]",,1,11487,,12,1,,undefined,"[14, 9, 5]",0,"[5, 3, 0]","[5, 0, 0]",1,filler,alternative,
0,"[1, 0]",True,Some of the symbols are diamonds.,Some of the symbols are clubs.,"[0, 7, 4]",0,14.625216666666667,True,6531,"[0, 0, 0]",0,,True,Some of the symbols are diamonds.,"[1, 0]",,0,14043,,12,0,,undefined,"[1, 6, 2]",0,"[0, 1, 2]","[0, 0, 0]",0,response,alternative,
3,"[1, 0]",False,Some of the symbols are diamonds.,6 + 9 = ?,"[15, 6, 9]",0,14.625216666666667,False,2130,"[2, 0, 0]",0,,False,6 + 9 = ?,"[0, 1]",,1,5500,,12,1,,undefined,"[15, 6, 9]",1,"[0, 8, 5]","[8, 0, 0]",0,filler,alternative,
,,,,,,,15.436916666666667,,,,,,,,,"[0, 'Margaret']",,,1,13,,Margaret,undefined,,,,,,,,bot_check
0,"[0, 1]",True,Some of the symbols are clubs.,Some of the symbols are stars.,"[3, 4, 6]",1,15.436916666666667,True,3878,"[0, 0, 0]",1,,True,Some of the symbols are spades.,"[0, 1]",,1,14254,,13,0,,undefined,"[6, 1, 5]",1,"[1, 4, 8]","[0, 0, 0]",0,response,alternative,
1,"[0, 1]",True,There is a tick.,There is a diamond.,"[3, 1, 2]",1,15.436916666666667,True,10637,"[0, 0, 0]",0,,True,There is a spade.,"[1, 0]",,1,21032,,13,1,,undefined,"[0, 9, 2]",0,"[2, 3, 5]","[0, 0, 0]",2,response,alternative,
3,"[1, 0]",True,There is a square.,3 + 5 = ?,"[12, 9, 3]",0,15.436916666666667,True,3604,"[7, 0, 0]",1,,True,9 + 3 = ?,"[0, 1]",,0,13184,,13,1,,undefined,"[8, 3, 5]",1,"[5, 3, 2]","[5, 0, 0]",2,filler,alternative,
3,"[0, 1]",True,There is a tick.,1 + 8 = ?,"[10, 9, 1]",1,15.436916666666667,False,4622,"[10, 0, 0]",0,,False,9 + 1 = ?,"[0, 1]",,1,12788,,13,1,,undefined,"[9, 1, 8]",1,"[2, 6, 9]","[9, 0, 0]",2,response,alternative,
0,"[1, 0]",True,There is a club.,There is a triangle.,"[8, 2, 9]",0,15.436916666666667,True,5233,"[0, 0, 0]",1,,True,There is a note.,"[0, 1]",,0,13799,,13,1,,undefined,"[9, 4, 1]",1,"[1, 2, 9]","[0, 0, 0]",2,filler,alternative,
2,"[1, 0]",True,There are four hearts.,There are six ticks.,"[7, 8, 3]",0,15.436916666666667,True,5086,"[0, 0, 0]",1,,True,There are six circles.,"[0, 1]",,0,13718,,13,1,,undefined,"[2, 0, 8]",1,"[4, 6, 7]","[0, 0, 0]",1,response,alternative,
3,"[1, 0]",True,Some of the symbols are hearts.,0 + 2 = ?,"[12, 5, 7]",0,15.436916666666667,False,4432,"[8, 0, 0]",1,,False,5 + 7 = ?,"[1, 0]",,0,12520,,13,0,,undefined,"[2, 0, 2]",0,"[4, 2, 9]","[7, 0, 0]",0,response,alternative,
0,"[0, 1]",True,Some of the symbols are spades.,Some of the symbols are squares.,"[1, 2, 7]",1,15.436916666666667,True,7637,"[0, 0, 0]",0,,True,Some of the symbols are clubs.,"[1, 0]",,1,16271,,13,0,,undefined,"[5, 1, 6]",0,"[3, 5, 0]","[0, 0, 0]",0,response,alternative,
0,"[0, 1]",True,There is a club.,There is a diamond.,"[2, 0, 5]",1,15.436916666666667,True,3751,"[0, 0, 0]",0,,True,There is a tick.,"[1, 0]",,1,10619,,13,0,,undefined,"[0, 2, 7]",0,"[1, 3, 4]","[0, 0, 0]",2,response,alternative,
1,"[1, 0]",True,There are four ticks.,There are four spades.,"[7, 2, 0]",0,15.436916666666667,True,3956,"[0, 0, 0]",1,,True,There are four circles.,"[0, 1]",,0,12460,,13,1,,undefined,"[3, 0, 9]",1,"[2, 1, 7]","[0, 0, 0]",1,filler,alternative,
0,"[1, 0]",True,There are four hearts.,There are four triangles.,"[7, 9, 4]",0,15.436916666666667,True,3837,"[0, 0, 0]",0,,True,There are four circles.,"[1, 0]",,0,13309,,13,1,,undefined,"[9, 4, 6]",0,"[4, 9, 5]","[0, 0, 0]",1,filler,alternative,
1,"[1, 0]",True,There are four circles.,There are four circles.,"[1, 4, 9]",0,15.436916666666667,True,3866,"[0, 0, 0]",0,,True,There are four clubs.,"[1, 0]",,0,11897,,13,1,,undefined,"[7, 2, 4]",0,"[7, 6, 9]","[0, 0, 0]",1,filler,alternative,
2,"[1, 0]",True,Some of the symbols are triangles.,All of the symbols are ticks.,"[3, 4, 0]",0,15.436916666666667,True,4998,"[0, 0, 0]",1,,True,All of the symbols are spades.,"[0, 1]",,0,17060,,13,0,,undefined,"[2, 8, 4]",1,"[9, 6, 8]","[0, 0, 0]",0,response,alternative,
1,"[0, 1]",True,There is a note.,There is a square.,"[4, 0, 6]",1,15.436916666666667,True,4150,"[0, 0, 0]",0,,True,There is a heart.,"[1, 0]",,1,11409,,13,0,,undefined,"[5, 1, 0]",0,"[8, 3, 5]","[0, 0, 0]",2,response,alternative,
1,"[0, 1]",True,There are four squares.,There are four squares.,"[3, 5, 4]",1,15.436916666666667,True,4395,"[0, 0, 0]",1,,True,There are four spades.,"[0, 1]",,1,12794,,13,1,,undefined,"[5, 3, 6]",1,"[5, 3, 1]","[0, 0, 0]",1,response,alternative,
2,"[0, 1]",True,Some of the symbols are squares.,All of the symbols are spades.,"[7, 1, 0]",1,15.436916666666667,True,5747,"[0, 0, 0]",1,,True,All of the symbols are circles.,"[0, 1]",,1,16114,,13,0,,undefined,"[3, 1, 2]",1,"[5, 2, 6]","[0, 0, 0]",0,response,alternative,
1,"[0, 1]",True,There is a spade.,There is a heart.,"[0, 5, 7]",1,15.436916666666667,True,6711,"[0, 0, 0]",1,,True,There is a diamond.,"[0, 1]",,1,14457,,13,1,,undefined,"[4, 2, 5]",1,"[3, 8, 9]","[0, 0, 0]",2,filler,alternative,
1,"[0, 1]",True,There is a club.,There is a diamond.,"[4, 9, 6]",1,15.436916666666667,True,5066,"[0, 0, 0]",1,,True,There is a heart.,"[0, 1]",,1,11498,,13,1,,undefined,"[0, 9, 4]",1,"[1, 3, 8]","[0, 0, 0]",2,filler,alternative,
1,"[1, 0]",True,Some of the symbols are notes.,Some of the symbols are triangles.,"[1, 4, 9]",0,15.436916666666667,True,5602,"[0, 0, 0]",0,,True,Some of the symbols are clubs.,"[1, 0]",,0,19924,,13,0,,undefined,"[9, 7, 1]",0,"[8, 4, 6]","[0, 0, 0]",0,response,alternative,
2,"[1, 0]",True,Some of the symbols are triangles.,All of the symbols are spades.,"[2, 7, 9]",0,15.436916666666667,True,4510,"[0, 0, 0]",1,,True,All of the symbols are ticks.,"[0, 1]",,0,18675,,13,0,,undefined,"[3, 5, 1]",1,"[9, 8, 3]","[0, 0, 0]",0,response,alternative,
1,"[1, 0]",True,There is a square.,There is a square.,"[2, 5, 3]",0,15.436916666666667,True,4027,"[0, 0, 0]",1,,True,There is a tick.,"[0, 1]",,0,10956,,13,0,,undefined,"[5, 6, 3]",1,"[5, 3, 6]","[0, 0, 0]",2,response,alternative,
3,"[1, 0]",False,There is a square.,3 + 2 = ?,"[6, 6, 0]",0,15.436916666666667,False,4592,"[0, 0, 0]",0,,False,6 + 0 = ?,"[0, 1]",,1,12092,,13,1,,undefined,"[5, 3, 2]",1,"[5, 9, 1]","[0, 0, 0]",2,filler,alternative,
3,"[1, 0]",False,There are four clubs.,8 + 1 = ?,"[2, 2, 0]",0,15.436916666666667,False,4407,"[4, 0, 0]",0,,True,2 + 0 = ?,"[1, 0]",,1,12718,,13,0,,undefined,"[9, 8, 1]",0,"[1, 2, 5]","[7, 0, 0]",1,response,alternative,
1,"[0, 1]",True,Some of the symbols are squares.,Some of the symbols are hearts.,"[8, 6, 3]",1,15.436916666666667,True,4831,"[0, 0, 0]",0,,True,Some of the symbols are notes.,"[1, 0]",,1,21041,,13,1,,undefined,"[4, 7, 5]",0,"[5, 8, 4]","[0, 0, 0]",0,filler,alternative,
2,"[0, 1]",True,There are four triangles.,There are six clubs.,"[6, 2, 3]",1,15.436916666666667,True,4950,"[0, 0, 0]",0,,True,There are six stars.,"[1, 0]",,1,13174,,13,0,,undefined,"[1, 6, 0]",0,"[9, 4, 8]","[0, 0, 0]",1,response,alternative,
2,"[0, 1]",True,Some of the symbols are squares.,All of the symbols are spades.,"[5, 8, 2]",1,15.436916666666667,True,3906,"[0, 0, 0]",0,,True,All of the symbols are squares.,"[1, 0]",,1,14746,,13,1,,undefined,"[3, 9, 0]",0,"[5, 4, 1]","[0, 0, 0]",0,filler,alternative,
1,"[1, 0]",True,There is a star.,There is a triangle.,"[3, 6, 4]",0,15.436916666666667,True,2251,"[0, 0, 0]",0,,True,There is a spade.,"[1, 0]",,0,6547,,13,1,,undefined,"[9, 6, 7]",0,"[6, 3, 2]","[0, 0, 0]",2,filler,alternative,
2,"[1, 0]",True,There is a tick.,There is a heart and a square.,"[9, 3, 7]",0,15.436916666666667,True,2220,"[0, 0, 0]",0,,True,There is a triangle and a spade.,"[1, 0]",,0,8483,,13,1,,undefined,"[4, 5, 8]",0,"[2, 6, 7]","[0, 0, 0]",2,filler,alternative,
0,"[0, 1]",True,Some of the symbols are spades.,Some of the symbols are triangles.,"[9, 4, 0]",1,15.436916666666667,True,3408,"[0, 0, 0]",1,,True,Some of the symbols are triangles.,"[0, 1]",,1,9186,,13,1,,undefined,"[9, 1, 5]",1,"[3, 9, 1]","[0, 0, 0]",0,filler,alternative,
2,"[1, 0]",True,There are four clubs.,There are six spades.,"[1, 3, 5]",0,15.436916666666667,True,2533,"[0, 0, 0]",1,,True,There are six clubs.,"[0, 1]",,0,7269,,13,1,,undefined,"[3, 2, 4]",1,"[1, 3, 5]","[0, 0, 0]",1,filler,alternative,
3,"[1, 0]",True,There is a tick.,5 + 4 = ?,"[6, 2, 4]",0,15.436916666666667,False,1938,"[4, 0, 0]",1,,False,2 + 4 = ?,"[1, 0]",,0,9186,,13,0,,undefined,"[9, 5, 4]",0,"[2, 6, 3]","[1, 0, 0]",2,response,alternative,
3,"[0, 1]",True,Some of the symbols are clubs.,8 + 5 = ?,"[14, 5, 9]",1,15.436916666666667,False,2522,"[2, 0, 0]",0,,False,5 + 9 = ?,"[0, 1]",,1,6888,,13,1,,undefined,"[13, 8, 5]",1,"[1, 8, 4]","[8, 0, 0]",0,filler,alternative,
0,"[1, 0]",True,There is a heart.,There is a diamond.,"[0, 9, 3]",0,15.436916666666667,True,2202,"[0, 0, 0]",1,,True,There is a diamond.,"[0, 1]",,0,9490,,13,0,,undefined,"[0, 2, 3]",1,"[4, 6, 9]","[0, 0, 0]",2,response,alternative,
1,"[0, 1]",True,There are four stars.,There are four squares.,"[3, 0, 9]",1,15.436916666666667,True,2113,"[0, 0, 0]",0,,True,There are four spades.,"[1, 0]",,1,5903,,13,0,,undefined,"[5, 6, 7]",0,"[6, 1, 4]","[0, 0, 0]",1,response,alternative,
2,"[1, 0]",True,There is a heart.,There is a note and a triangle.,"[0, 3, 6]",0,15.436916666666667,True,2796,"[0, 0, 0]",0,,True,There is a diamond and a spade.,"[1, 0]",,0,9723,,13,0,,undefined,"[8, 9, 3]",0,"[4, 2, 0]","[0, 0, 0]",2,response,alternative,
0,"[1, 0]",True,There are four squares.,There are four spades.,"[3, 2, 7]",0,15.436916666666667,True,1714,"[0, 0, 0]",0,,True,There are four spades.,"[1, 0]",,0,6674,,13,0,,undefined,"[3, 5, 8]",0,"[5, 1, 4]","[0, 0, 0]",1,response,alternative,
2,"[1, 0]",True,There is a club.,There is a club and a star.,"[7, 9, 5]",0,15.436916666666667,True,2268,"[0, 0, 0]",1,,True,There is a circle and a triangle.,"[0, 1]",,0,9515,,13,1,,undefined,"[1, 6, 7]",1,"[1, 6, 9]","[0, 0, 0]",2,filler,alternative,
3,"[0, 1]",True,There are four diamonds.,0 + 8 = ?,"[10, 8, 2]",1,15.436916666666667,False,2074,"[1, 0, 0]",0,,False,8 + 2 = ?,"[0, 1]",,1,6489,,13,0,,undefined,"[8, 0, 8]",1,"[0, 5, 8]","[1, 0, 0]",1,response,alternative,
0,"[0, 1]",True,There are four notes.,There are four notes.,"[5, 3, 6]",1,15.436916666666667,True,2017,"[0, 0, 0]",1,,True,There are four squares.,"[0, 1]",,1,5495,,13,1,,undefined,"[8, 2, 0]",1,"[8, 5, 1]","[0, 0, 0]",1,filler,alternative,
0,"[0, 1]",True,There are four triangles.,There are four triangles.,"[8, 4, 7]",1,15.436916666666667,True,1745,"[0, 0, 0]",1,,True,There are four notes.,"[0, 1]",,1,4872,,13,1,,undefined,"[9, 3, 6]",1,"[9, 5, 1]","[0, 0, 0]",1,filler,alternative,
2,"[1, 0]",True,There is a triangle.,There is a triangle and a note.,"[8, 9, 5]",0,15.436916666666667,True,2054,"[0, 0, 0]",1,,True,There is a note and a triangle.,"[0, 1]",,0,5502,,13,0,,undefined,"[9, 8, 6]",1,"[9, 8, 6]","[0, 0, 0]",2,response,alternative,
3,"[0, 1]",False,There is a circle.,3 + 2 = ?,"[16, 9, 7]",1,15.436916666666667,False,1922,"[1, 0, 0]",1,,False,9 + 7 = ?,"[1, 0]",,0,5343,,13,0,,undefined,"[5, 3, 2]",0,"[7, 2, 0]","[9, 0, 0]",2,response,alternative,
1,"[0, 1]",True,There are four spades.,There are four clubs.,"[9, 2, 7]",1,15.436916666666667,True,5055,"[0, 0, 0]",1,,True,There are four triangles.,"[0, 1]",,1,8738,,13,0,,undefined,"[1, 7, 6]",1,"[3, 5, 0]","[0, 0, 0]",1,response,alternative,
2,"[0, 1]",True,There is a heart.,There is a spade and a square.,"[0, 1, 3]",1,15.436916666666667,True,1889,"[0, 0, 0]",0,,True,There is a diamond and a club.,"[1, 0]",,1,5582,,13,0,,undefined,"[3, 5, 8]",0,"[4, 1, 9]","[0, 0, 0]",2,response,alternative,
2,"[0, 1]",True,Some of the symbols are ticks.,All of the symbols are ticks.,"[1, 2, 8]",1,15.436916666666667,True,2775,"[0, 0, 0]",1,,True,All of the symbols are clubs.,"[0, 1]",,1,7657,,13,1,,undefined,"[2, 8, 3]",1,"[2, 4, 9]","[0, 0, 0]",0,filler,alternative,
0,"[0, 1]",True,There is a circle.,There is a note.,"[3, 4, 2]",1,15.436916666666667,True,1821,"[0, 0, 0]",1,,True,There is a spade.,"[0, 1]",,1,7159,,13,0,,undefined,"[8, 4, 3]",1,"[7, 9, 5]","[0, 0, 0]",2,response,alternative,
0,"[0, 1]",True,There are four diamonds.,There are four triangles.,"[8, 4, 6]",1,15.436916666666667,True,1694,"[0, 0, 0]",0,,True,There are four notes.,"[1, 0]",,1,5084,,13,0,,undefined,"[9, 5, 7]",0,"[0, 2, 6]","[0, 0, 0]",1,response,alternative,
1,"[1, 0]",True,There are four hearts.,There are four squares.,"[8, 4, 6]",0,15.436916666666667,False,1927,"[0, 0, 0]",0,,False,There are four notes.,"[0, 1]",,0,6049,,13,0,,undefined,"[5, 1, 0]",1,"[4, 0, 2]","[0, 0, 0]",1,response,alternative,
3,"[0, 1]",True,There are four clubs.,9 + 0 = ?,"[12, 9, 3]",1,15.436916666666667,True,2072,"[5, 0, 0]",0,,True,9 + 3 = ?,"[1, 0]",,1,5873,,13,1,,undefined,"[9, 9, 0]",0,"[1, 8, 6]","[5, 0, 0]",1,filler,alternative,
2,"[1, 0]",True,Some of the symbols are spades.,All of the symbols are diamonds.,"[5, 6, 0]",0,15.436916666666667,True,3740,"[0, 0, 0]",1,,True,All of the symbols are squares.,"[0, 1]",,0,12771,,13,0,,undefined,"[0, 1, 8]",1,"[3, 5, 9]","[0, 0, 0]",0,response,alternative,
1,"[0, 1]",True,There are four squares.,There are four clubs.,"[6, 0, 5]",1,15.436916666666667,True,2390,"[0, 0, 0]",0,,True,There are four stars.,"[1, 0]",,1,9596,,13,1,,undefined,"[1, 2, 5]",0,"[5, 7, 2]","[0, 0, 0]",1,filler,alternative,
0,"[1, 0]",True,Some of the symbols are circles.,Some of the symbols are clubs.,"[9, 4, 2]",0,15.436916666666667,True,2066,"[0, 0, 0]",0,,True,Some of the symbols are triangles.,"[1, 0]",,0,8375,,13,1,,undefined,"[1, 0, 3]",0,"[7, 1, 0]","[0, 0, 0]",0,filler,alternative,
