pTSymbols,primeType,responseSentence,primeOShuffle,trial_type,pTChoice,slide_type,goodPTChoice,primeStrength,pOSymbols,workerid,pTwrongAnswer,correctPTChoice,correctPOChoice,correctPChoices,pOSentence,pOChoice,slide_number,response,responseChoice,image,pTSentence,audio,block_rt,Answer.condition,btwncondition,goodPOChoice,responseSymbols,Answer.time_in_minutes,response_rt,pOwrongAnswer,primeTShuffle
"[8, 1, 5]",2,There is a note.,"[0, 1]",filler,0,,0,1,"[2, 0, 1]",7,"[0, 0, 0]",True,True,True,There is a tick.,1,,,1,,There is a note.,,6131,undefined,exh-subclausal,1,"[8, 7, 6]",16.5728,1803,"[0, 0, 0]","[1, 0]"
"[5, 2, 7]",2,There is a square.,"[0, 1]",filler,1,,1,2,"[9, 8, 6]",7,"[0, 0, 0]",True,True,True,There is a triangle but nothing else.,1,,,1,,There is a square but nothing else.,,7138,undefined,exh-subclausal,1,"[5, 3, 1]",16.5728,2261,"[0, 0, 0]","[0, 1]"
"[8, 9, 0]",2,There is a circle.,"[1, 0]",filler,0,,0,2,"[8, 6, 4]",7,"[0, 0, 0]",True,True,True,There is a note but nothing else.,0,,,1,,There is a note but nothing else.,,5296,undefined,exh-subclausal,0,"[7, 2, 5]",16.5728,1462,"[0, 0, 0]","[1, 0]"
"[6, 8, 4]",2,There is a square.,"[0, 1]",filler,1,,1,0,"[4, 7, 2]",7,"[0, 0, 0]",True,True,True,There is a heart.,1,,,1,,There is a star.,,5722,undefined,exh-subclausal,1,"[5, 1, 6]",16.5728,1811,"[0, 0, 0]","[0, 1]"
"[2, 7, 5]",2,There is a circle.,"[1, 0]",response,1,,1,0,"[5, 7, 3]",7,"[0, 0, 0]",True,True,True,There is a square.,0,,,0,,There is a tick.,,6475,undefined,exh-subclausal,0,"[7, 2, 0]",16.5728,1367,"[0, 0, 0]","[0, 1]"
"[0, 3, 1]",1,There are four stars.,"[0, 1]",response,0,,1,2,"[9, 7, 0]",7,"[0, 0, 0]",False,True,False,There are four but no more than four triangles.,1,,,0,,There are four but no more than four diamonds.,,7661,undefined,exh-subclausal,1,"[6, 5, 0]",16.5728,1908,"[0, 0, 0]","[0, 1]"
"[4, 6, 2]",2,There is a diamond.,"[1, 0]",filler,0,,0,2,"[1, 3, 6]",7,"[0, 0, 0]",True,True,True,There is a club but nothing else.,0,,,1,,There is a heart but nothing else.,,7100,undefined,exh-subclausal,0,"[0, 1, 5]",16.5728,2503,"[0, 0, 0]","[1, 0]"
"[6, 1, 5]",1,There are four circles.,"[0, 1]",response,1,,1,3,"[16, 8, 8]",7,"[5, 0, 0]",True,False,False,8 + 8 = ?,0,,,1,,1 + 5 = ?,,4652,undefined,exh-subclausal,1,"[7, 5, 0]",16.5728,1986,"[2, 0, 0]","[0, 1]"
"[9, 8, 1]",2,There is a heart.,"[0, 1]",filler,1,,0,3,"[8, 2, 6]",7,"[6, 0, 0]",False,False,False,2 + 6 = ?,0,,,1,,8 + 1 = ?,,4505,undefined,exh-subclausal,1,"[4, 2, 6]",16.5728,1559,"[4, 0, 0]","[1, 0]"
"[9, 5, 7]",1,There are four triangles.,"[1, 0]",filler,1,,1,0,"[5, 2, 4]",7,"[0, 0, 0]",True,True,True,There are four squares.,0,,,1,,There are four triangles.,,6986,undefined,exh-subclausal,0,"[9, 0, 1]",16.5728,1889,"[0, 0, 0]","[0, 1]"
"[1, 9, 4]",2,There is a triangle.,"[0, 1]",response,0,,0,0,"[8, 4, 2]",7,"[0, 0, 0]",True,True,True,There is a note.,1,,,0,,There is a club.,,5491,undefined,exh-subclausal,1,"[9, 3, 4]",16.5728,1795,"[0, 0, 0]","[1, 0]"
"[6, 2, 7]",1,There are four hearts.,"[1, 0]",filler,1,,0,2,"[7, 6, 1]",7,"[0, 0, 0]",False,False,False,There are four but no more than four circles.,1,,,1,,There are four but no more than four stars.,,5921,undefined,exh-subclausal,0,"[4, 2, 8]",16.5728,2169,"[0, 0, 0]","[1, 0]"
"[1, 4, 8]",0,Some of the symbols are circles.,"[0, 1]",filler,0,,1,2,"[2, 3, 5]",7,"[0, 0, 0]",False,False,False,Some but not all of the symbols are ticks.,0,,,1,,Some but not all of the symbols are clubs.,,4929,undefined,exh-subclausal,1,"[7, 5, 3]",16.5728,1978,"[0, 0, 0]","[0, 1]"
"[0, 9, 3]",2,There is a diamond.,"[1, 0]",response,0,,1,2,"[1, 4, 3]",7,"[0, 0, 0]",False,True,False,There is a club but nothing else.,0,,,0,,There is a diamond but nothing else.,,5874,undefined,exh-subclausal,0,"[0, 4, 9]",16.5728,1250,"[0, 0, 0]","[0, 1]"
"[16, 8, 8]",1,There are four spades.,"[1, 0]",response,0,,0,3,"[14, 8, 6]",7,"[5, 0, 0]",True,False,False,8 + 6 = ?,1,,,1,,8 + 8 = ?,,4781,undefined,exh-subclausal,0,"[3, 9, 5]",16.5728,1786,"[0, 0, 0]","[1, 0]"
"[9, 4, 6]",1,There are four stars.,"[0, 1]",filler,1,,0,2,"[7, 4, 9]",7,"[0, 0, 0]",False,False,False,There are four but no more than four circles.,0,,,1,,There are four but no more than four triangles.,,5041,undefined,exh-subclausal,1,"[6, 3, 7]",16.5728,1657,"[0, 0, 0]","[1, 0]"
"[1, 3, 2]",1,There are four stars.,"[1, 0]",filler,0,,0,1,"[6, 4, 9]",7,"[0, 0, 0]",True,True,True,There are four stars.,0,,,1,,There are four clubs.,,4567,undefined,exh-subclausal,0,"[6, 8, 0]",16.5728,1500,"[0, 0, 0]","[1, 0]"
"[9, 4, 5]",2,There is a triangle.,"[1, 0]",response,0,,0,3,"[9, 6, 3]",7,"[4, 0, 0]",True,False,False,6 + 3 = ?,1,,,1,,4 + 5 = ?,,5629,undefined,exh-subclausal,0,"[9, 2, 7]",16.5728,1701,"[10, 0, 0]","[1, 0]"
"[0, 6, 5]",0,Some of the symbols are diamonds.,"[0, 1]",filler,1,,0,2,"[0, 4, 5]",7,"[0, 0, 0]",False,False,False,Some but not all of the symbols are diamonds.,0,,,1,,Some but not all of the symbols are diamonds.,,5974,undefined,exh-subclausal,1,"[0, 8, 9]",16.5728,1853,"[0, 0, 0]","[1, 0]"
"[3, 2, 1]",0,Some of the symbols are spades.,"[0, 1]",response,0,,0,0,"[1, 0, 5]",7,"[0, 0, 0]",True,True,True,Some of the symbols are clubs.,1,,,0,,Some of the symbols are spades.,,6687,undefined,exh-subclausal,1,"[3, 2, 5]",16.5728,2426,"[0, 0, 0]","[1, 0]"
"[5, 7, 1]",0,Some of the symbols are hearts.,"[1, 0]",filler,1,,0,1,"[7, 5, 0]",7,"[0, 0, 0]",False,False,False,Some of the symbols are circles.,1,,,0,,Some of the symbols are squares.,,4716,undefined,exh-subclausal,0,"[4, 3, 5]",16.5728,1335,"[0, 0, 0]","[1, 0]"
"[3, 2, 6]",0,Some of the symbols are squares.,"[0, 1]",response,1,,0,1,"[3, 8, 1]",7,"[0, 0, 0]",False,False,False,Some of the symbols are spades.,0,,,0,,Some of the symbols are spades.,,5043,undefined,exh-subclausal,1,"[5, 8, 1]",16.5728,1520,"[0, 0, 0]","[1, 0]"
"[5, 4, 2]",2,There is a spade.,"[0, 1]",filler,0,,0,1,"[8, 6, 0]",7,"[0, 0, 0]",True,True,True,There is a note.,1,,,1,,There is a square.,,6161,undefined,exh-subclausal,1,"[3, 1, 4]",16.5728,3710,"[0, 0, 0]","[1, 0]"
"[12, 4, 8]",0,Some of the symbols are notes.,"[1, 0]",filler,0,,1,3,"[8, 7, 1]",7,"[7, 0, 0]",False,False,False,7 + 1 = ?,1,,,1,,4 + 8 = ?,,6471,undefined,exh-subclausal,0,"[8, 4, 9]",16.5728,2361,"[7, 0, 0]","[0, 1]"
"[6, 7, 5]",0,Some of the symbols are triangles.,"[1, 0]",filler,0,,0,0,"[0, 1, 7]",7,"[0, 0, 0]",True,True,True,Some of the symbols are diamonds.,0,,,1,,Some of the symbols are stars.,,4753,undefined,exh-subclausal,0,"[9, 8, 1]",16.5728,1564,"[0, 0, 0]","[1, 0]"
"[5, 4, 1]",0,Some of the symbols are squares.,"[0, 1]",filler,0,,0,3,"[11, 2, 9]",7,"[9, 0, 0]",True,True,True,2 + 9 = ?,1,,,1,,4 + 1 = ?,,5080,undefined,exh-subclausal,1,"[5, 8, 3]",16.5728,1844,"[2, 0, 0]","[1, 0]"
"[5, 4, 2]",1,There are four clubs.,"[0, 1]",filler,0,,0,0,"[8, 0, 5]",7,"[0, 0, 0]",True,True,True,There are four notes.,1,,,1,,There are four squares.,,8184,undefined,exh-subclausal,1,"[1, 5, 7]",16.5728,2586,"[0, 0, 0]","[1, 0]"
"[1, 6, 3]",0,Some of the symbols are hearts.,"[1, 0]",response,1,,0,0,"[1, 0, 2]",7,"[0, 0, 0]",False,True,False,Some of the symbols are clubs.,0,,,0,,Some of the symbols are clubs.,,5665,undefined,exh-subclausal,0,"[4, 8, 9]",16.5728,1475,"[0, 0, 0]","[1, 0]"
"[9, 6, 7]",1,There are four notes.,"[0, 1]",response,0,,0,1,"[4, 7, 0]",7,"[0, 0, 0]",True,True,True,There are four hearts.,1,,,1,,There are four triangles.,,5503,undefined,exh-subclausal,1,"[8, 6, 9]",16.5728,2543,"[0, 0, 0]","[1, 0]"
"[2, 5, 1]",2,There is a spade.,"[1, 0]",filler,1,,1,1,"[9, 6, 7]",7,"[0, 0, 0]",True,True,True,There is a triangle.,0,,,1,,There is a tick.,,5529,undefined,exh-subclausal,0,"[3, 6, 9]",16.5728,1707,"[0, 0, 0]","[0, 1]"
"[5, 0, 7]",1,There are four clubs.,"[1, 0]",response,0,,0,1,"[1, 2, 0]",7,"[0, 0, 0]",True,True,True,There are four clubs.,0,,,1,,There are four squares.,,9431,undefined,exh-subclausal,0,"[1, 6, 8]",16.5728,2040,"[0, 0, 0]","[1, 0]"
"[8, 2, 3]",2,There is a square.,"[0, 1]",filler,1,,1,0,"[1, 4, 8]",7,"[0, 0, 0]",True,True,True,There is a club.,1,,,1,,There is a note.,,7367,undefined,exh-subclausal,1,"[5, 0, 6]",16.5728,2805,"[0, 0, 0]","[0, 1]"
"[1, 6, 2]",0,Some of the symbols are triangles.,"[0, 1]",filler,0,,0,0,"[8, 6, 3]",7,"[0, 0, 0]",True,True,True,Some of the symbols are notes.,1,,,1,,Some of the symbols are clubs.,,156863,undefined,exh-subclausal,1,"[9, 3, 6]",16.5728,2925,"[0, 0, 0]","[1, 0]"
"[1, 6, 9]",1,There are four ticks.,"[0, 1]",response,1,,1,0,"[6, 2, 1]",7,"[0, 0, 0]",True,True,True,There are four stars.,1,,,1,,There are four clubs.,,7801,undefined,exh-subclausal,1,"[2, 4, 7]",16.5728,2564,"[0, 0, 0]","[0, 1]"
"[3, 0, 4]",2,There is a circle.,"[0, 1]",filler,0,,0,0,"[8, 2, 7]",7,"[0, 0, 0]",True,True,True,There is a note.,1,,,1,,There is a spade.,,15278,undefined,exh-subclausal,1,"[7, 2, 3]",16.5728,3495,"[0, 0, 0]","[1, 0]"
"[4, 8, 0]",0,Some of the symbols are diamonds.,"[1, 0]",response,0,,1,2,"[4, 1, 8]",7,"[0, 0, 0]",False,False,False,Some but not all of the symbols are hearts.,1,,,0,,Some but not all of the symbols are hearts.,,8821,undefined,exh-subclausal,0,"[0, 9, 1]",16.5728,2542,"[0, 0, 0]","[0, 1]"
"[7, 0, 4]",1,There are four spades.,"[0, 1]",response,1,,1,0,"[8, 7, 9]",7,"[0, 0, 0]",True,True,True,There are four notes.,1,,,1,,There are four circles.,,8736,undefined,exh-subclausal,1,"[3, 4, 2]",16.5728,3313,"[0, 0, 0]","[0, 1]"
"[0, 3, 7]",1,There are four spades.,"[0, 1]",response,1,,0,2,"[6, 9, 0]",7,"[0, 0, 0]",False,False,False,There are four but no more than four stars.,0,,,1,,There are four but no more than four diamonds.,,9729,undefined,exh-subclausal,1,"[3, 9, 5]",16.5728,3835,"[0, 0, 0]","[1, 0]"
"[4, 0, 3]",2,There is a star.,"[1, 0]",filler,0,,1,2,"[0, 3, 1]",7,"[0, 0, 0]",False,False,False,There is a diamond but nothing else.,1,,,1,,There is a heart but nothing else.,,10421,undefined,exh-subclausal,0,"[6, 5, 4]",16.5728,2299,"[0, 0, 0]","[0, 1]"
"[6, 2, 0]",1,There are four ticks.,"[1, 0]",filler,0,,0,1,"[0, 7, 4]",7,"[0, 0, 0]",True,True,True,There are four diamonds.,0,,,1,,There are four stars.,,6308,undefined,exh-subclausal,0,"[2, 9, 8]",16.5728,1759,"[0, 0, 0]","[1, 0]"
"[8, 0, 5]",1,There are four hearts.,"[0, 1]",filler,1,,1,1,"[9, 0, 3]",7,"[0, 0, 0]",True,True,True,There are four triangles.,1,,,1,,There are four notes.,,6938,undefined,exh-subclausal,1,"[4, 6, 9]",16.5728,3261,"[0, 0, 0]","[0, 1]"
"[4, 9, 5]",1,There are four clubs.,"[0, 1]",response,1,,0,2,"[4, 9, 5]",7,"[0, 0, 0]",False,False,False,There are four but no more than four hearts.,0,,,1,,There are four but no more than four hearts.,,13282,undefined,exh-subclausal,1,"[1, 3, 7]",16.5728,3399,"[0, 0, 0]","[1, 0]"
"[7, 6, 1]",1,There are four squares.,"[0, 1]",response,1,,1,1,"[9, 4, 0]",7,"[0, 0, 0]",True,True,True,There are four triangles.,1,,,1,,There are four circles.,,97159,undefined,exh-subclausal,1,"[5, 4, 3]",16.5728,1839,"[0, 0, 0]","[0, 1]"
"[7, 1, 9]",0,Some of the symbols are stars.,"[1, 0]",response,0,,1,2,"[0, 4, 1]",7,"[0, 0, 0]",False,False,False,Some but not all of the symbols are diamonds.,1,,,0,,Some but not all of the symbols are circles.,,6141,undefined,exh-subclausal,0,"[6, 9, 4]",16.5728,1580,"[0, 0, 0]","[0, 1]"
"[4, 3, 6]",0,Some of the symbols are ticks.,"[1, 0]",filler,0,,1,1,"[9, 4, 5]",7,"[0, 0, 0]",False,False,False,Some of the symbols are triangles.,1,,,0,,Some of the symbols are hearts.,,5173,undefined,exh-subclausal,0,"[2, 9, 6]",16.5728,2077,"[0, 0, 0]","[0, 1]"
"[6, 2, 4]",0,Some of the symbols are hearts.,"[1, 0]",response,1,,0,3,"[10, 9, 1]",7,"[0, 0, 0]",False,True,False,9 + 1 = ?,0,,,0,,2 + 4 = ?,,4749,undefined,exh-subclausal,0,"[4, 3, 7]",16.5728,1347,"[7, 0, 0]","[1, 0]"
"[15, 9, 6]",0,Some of the symbols are notes.,"[0, 1]",filler,0,,1,3,"[16, 9, 7]",7,"[9, 0, 0]",False,True,False,9 + 7 = ?,1,,,1,,9 + 6 = ?,,5303,undefined,exh-subclausal,1,"[8, 6, 2]",16.5728,1778,"[5, 0, 0]","[0, 1]"
"[8, 3, 1]",0,Some of the symbols are diamonds.,"[1, 0]",response,0,,1,1,"[4, 5, 2]",7,"[0, 0, 0]",False,False,False,Some of the symbols are hearts.,1,,,0,,Some of the symbols are notes.,,3767,undefined,exh-subclausal,0,"[0, 5, 6]",16.5728,1320,"[0, 0, 0]","[0, 1]"
"[6, 0, 8]",1,There are four squares.,"[1, 0]",response,1,,1,2,"[4, 0, 5]",7,"[0, 0, 0]",True,True,True,There are four but no more than four hearts.,0,,,1,,There are four but no more than four stars.,,9394,undefined,exh-subclausal,0,"[5, 9, 2]",16.5728,2818,"[0, 0, 0]","[0, 1]"
"[8, 2, 6]",2,There is a star.,"[1, 0]",response,1,,0,3,"[11, 6, 5]",7,"[9, 0, 0]",False,False,False,6 + 5 = ?,1,,,1,,2 + 6 = ?,,7018,undefined,exh-subclausal,0,"[6, 2, 4]",16.5728,3805,"[8, 0, 0]","[1, 0]"
"[8, 2, 5]",2,There is a tick.,"[0, 1]",response,0,,0,1,"[4, 3, 8]",7,"[0, 0, 0]",True,True,True,There is a heart.,1,,,0,,There is a note.,,5416,undefined,exh-subclausal,1,"[2, 6, 3]",16.5728,2088,"[0, 0, 0]","[1, 0]"
"[5, 2, 3]",2,There is a spade.,"[1, 0]",response,1,,0,3,"[3, 0, 3]",7,"[6, 0, 0]",False,True,False,0 + 3 = ?,0,,,1,,2 + 3 = ?,,6447,undefined,exh-subclausal,0,"[3, 2, 9]",16.5728,3428,"[8, 0, 0]","[1, 0]"
"[6, 8, 9]",2,There is a diamond.,"[1, 0]",response,1,,1,0,"[7, 4, 2]",7,"[0, 0, 0]",True,True,True,There is a circle.,0,,,1,,There is a star.,,13484,undefined,exh-subclausal,0,"[0, 5, 8]",16.5728,1728,"[0, 0, 0]","[0, 1]"
"[10, 3, 7]",1,There are four circles.,"[0, 1]",response,0,,1,3,"[14, 7, 7]",7,"[6, 0, 0]",False,True,False,7 + 7 = ?,1,,,1,,3 + 7 = ?,,6022,undefined,exh-subclausal,1,"[7, 4, 5]",16.5728,2722,"[5, 0, 0]","[0, 1]"
,,,,,,bot_check,,,,8,,,,,,,1,"[0, 'margaret']",,Margaret,,,,undefined,,,,10.020233333333334,,,
"[4, 5, 1]",0,Some of the symbols are spades.,"[0, 1]",response,1,,1,0,"[7, 1, 3]",8,"[0, 0, 0]",True,True,True,Some of the symbols are circles.,1,,,0,,Some of the symbols are hearts.,,5601,undefined,exh-subclausal,1,"[3, 2, 1]",10.020233333333334,2458,"[0, 0, 0]","[0, 1]"
"[9, 0, 9]",1,There are four ticks.,"[1, 0]",filler,1,,0,3,"[4, 2, 2]",8,"[5, 0, 0]",False,True,False,2 + 2 = ?,0,,,1,,0 + 9 = ?,,4455,undefined,exh-subclausal,0,"[2, 3, 8]",10.020233333333334,1569,"[9, 0, 0]","[1, 0]"
"[7, 5, 4]",2,There is a note.,"[0, 1]",filler,1,,1,1,"[7, 1, 2]",8,"[0, 0, 0]",True,True,True,There is a circle.,1,,,1,,There is a circle.,,8785,undefined,exh-subclausal,1,"[8, 1, 5]",10.020233333333334,4422,"[0, 0, 0]","[0, 1]"
"[1, 8, 4]",2,There is a note.,"[0, 1]",filler,0,,0,2,"[3, 1, 0]",8,"[0, 0, 0]",True,True,True,There is a spade but nothing else.,1,,,1,,There is a club but nothing else.,,5909,undefined,exh-subclausal,1,"[8, 7, 6]",10.020233333333334,2166,"[0, 0, 0]","[1, 0]"
"[5, 4, 6]",0,Some of the symbols are triangles.,"[1, 0]",response,1,,1,1,"[0, 1, 7]",8,"[0, 0, 0]",True,True,True,Some of the symbols are diamonds.,0,,,1,,Some of the symbols are squares.,,8426,undefined,exh-subclausal,0,"[9, 8, 4]",10.020233333333334,4019,"[0, 0, 0]","[0, 1]"
"[2, 9, 6]",2,There is a triangle.,"[1, 0]",filler,1,,1,0,"[9, 1, 5]",8,"[0, 0, 0]",True,True,True,There is a triangle.,0,,,1,,There is a tick.,,4424,undefined,exh-subclausal,0,"[9, 6, 5]",10.020233333333334,1411,"[0, 0, 0]","[0, 1]"
"[2, 1, 4]",1,There are four diamonds.,"[0, 1]",filler,1,,1,0,"[9, 8, 5]",8,"[0, 0, 0]",True,True,True,There are four triangles.,1,,,1,,There are four ticks.,,4127,undefined,exh-subclausal,1,"[0, 9, 6]",10.020233333333334,1598,"[0, 0, 0]","[0, 1]"
"[3, 7, 6]",1,There are four notes.,"[1, 0]",filler,1,,1,2,"[2, 1, 9]",8,"[0, 0, 0]",True,True,True,There are four but no more than four ticks.,0,,,1,,There are four but no more than four spades.,,6311,undefined,exh-subclausal,0,"[8, 4, 7]",10.020233333333334,1435,"[0, 0, 0]","[0, 1]"
"[9, 4, 8]",0,Some of the symbols are hearts.,"[0, 1]",response,1,,1,0,"[0, 7, 4]",8,"[0, 0, 0]",True,True,True,Some of the symbols are diamonds.,1,,,0,,Some of the symbols are triangles.,,5074,undefined,exh-subclausal,1,"[4, 9, 7]",10.020233333333334,1406,"[0, 0, 0]","[0, 1]"
"[1, 0, 1]",0,Some of the symbols are diamonds.,"[1, 0]",filler,0,,0,3,"[7, 6, 1]",8,"[7, 0, 0]",True,False,False,6 + 1 = ?,1,,,1,,0 + 1 = ?,,4834,undefined,exh-subclausal,0,"[0, 2, 1]",10.020233333333334,1483,"[1, 0, 0]","[1, 0]"
"[8, 8, 0]",1,There are four spades.,"[1, 0]",filler,0,,1,3,"[16, 7, 9]",8,"[5, 0, 0]",False,False,False,7 + 9 = ?,1,,,1,,8 + 0 = ?,,5378,undefined,exh-subclausal,0,"[3, 4, 9]",10.020233333333334,1574,"[2, 0, 0]","[0, 1]"
"[8, 8, 0]",0,Some of the symbols are diamonds.,"[1, 0]",response,0,,0,3,"[14, 8, 6]",8,"[9, 0, 0]",True,False,False,8 + 6 = ?,1,,,1,,8 + 0 = ?,,8959,undefined,exh-subclausal,0,"[0, 9, 1]",10.020233333333334,6266,"[8, 0, 0]","[1, 0]"
"[6, 3, 2]",2,There is a triangle.,"[1, 0]",response,0,,0,0,"[4, 3, 6]",8,"[0, 0, 0]",True,True,True,There is a heart.,0,,,0,,There is a star.,,4899,undefined,exh-subclausal,0,"[9, 3, 4]",10.020233333333334,1453,"[0, 0, 0]","[1, 0]"
"[13, 6, 7]",0,Some of the symbols are triangles.,"[1, 0]",response,1,,0,3,"[14, 8, 6]",8,"[4, 0, 0]",False,True,False,8 + 6 = ?,0,,,1,,6 + 7 = ?,,7778,undefined,exh-subclausal,0,"[9, 8, 0]",10.020233333333334,4327,"[2, 0, 0]","[1, 0]"
"[9, 8, 1]",0,Some of the symbols are stars.,"[1, 0]",response,0,,0,3,"[7, 4, 3]",8,"[3, 0, 0]",True,False,False,4 + 3 = ?,1,,,1,,8 + 1 = ?,,4125,undefined,exh-subclausal,0,"[6, 9, 7]",10.020233333333334,1478,"[3, 0, 0]","[1, 0]"
"[3, 7, 8]",1,There are four circles.,"[1, 0]",filler,0,,0,0,"[5, 2, 4]",8,"[0, 0, 0]",True,True,True,There are four squares.,0,,,1,,There are four spades.,,4323,undefined,exh-subclausal,0,"[7, 5, 8]",10.020233333333334,1314,"[0, 0, 0]","[1, 0]"
"[8, 6, 2]",1,There are four spades.,"[0, 1]",response,1,,0,3,"[9, 0, 9]",8,"[4, 0, 0]",False,False,False,0 + 9 = ?,0,,,0,,6 + 2 = ?,,7065,undefined,exh-subclausal,1,"[3, 4, 5]",10.020233333333334,2659,"[6, 0, 0]","[1, 0]"
"[7, 8, 0]",1,There are four notes.,"[0, 1]",filler,1,,1,1,"[3, 8, 9]",8,"[0, 0, 0]",True,True,True,There are four spades.,1,,,1,,There are four circles.,,4370,undefined,exh-subclausal,1,"[8, 4, 1]",10.020233333333334,1422,"[0, 0, 0]","[0, 1]"
"[3, 9, 5]",2,There is a triangle.,"[0, 1]",filler,0,,0,0,"[9, 7, 0]",8,"[0, 0, 0]",True,True,True,There is a triangle.,1,,,1,,There is a spade.,,4721,undefined,exh-subclausal,1,"[9, 0, 8]",10.020233333333334,1461,"[0, 0, 0]","[1, 0]"
"[8, 5, 9]",2,There is a club.,"[1, 0]",response,1,,1,1,"[3, 1, 2]",8,"[0, 0, 0]",True,True,True,There is a spade.,0,,,0,,There is a note.,,13081,undefined,exh-subclausal,0,"[1, 8, 0]",10.020233333333334,3918,"[0, 0, 0]","[0, 1]"
"[9, 8, 3]",0,Some of the symbols are triangles.,"[0, 1]",filler,0,,0,0,"[2, 0, 7]",8,"[0, 0, 0]",True,True,True,Some of the symbols are ticks.,1,,,1,,Some of the symbols are triangles.,,6256,undefined,exh-subclausal,1,"[9, 8, 1]",10.020233333333334,1980,"[0, 0, 0]","[1, 0]"
"[4, 8, 9]",2,There is a star.,"[0, 1]",filler,1,,1,0,"[1, 5, 2]",8,"[0, 0, 0]",True,True,True,There is a club.,1,,,1,,There is a heart.,,4015,undefined,exh-subclausal,1,"[6, 2, 8]",10.020233333333334,1412,"[0, 0, 0]","[0, 1]"
"[4, 2, 1]",0,Some of the symbols are squares.,"[0, 1]",filler,0,,0,1,"[6, 7, 9]",8,"[0, 0, 0]",True,True,True,Some of the symbols are stars.,1,,,1,,Some of the symbols are hearts.,,5041,undefined,exh-subclausal,1,"[5, 7, 3]",10.020233333333334,1758,"[0, 0, 0]","[1, 0]"
"[7, 9, 4]",0,Some of the symbols are ticks.,"[0, 1]",filler,1,,1,0,"[4, 6, 7]",8,"[0, 0, 0]",True,True,True,Some of the symbols are hearts.,1,,,1,,Some of the symbols are circles.,,5086,undefined,exh-subclausal,1,"[2, 1, 8]",10.020233333333334,1496,"[0, 0, 0]","[0, 1]"
"[12, 5, 7]",2,There is a note.,"[1, 0]",response,1,,0,3,"[2, 1, 1]",8,"[3, 0, 0]",False,True,False,1 + 1 = ?,0,,,0,,5 + 7 = ?,,5490,undefined,exh-subclausal,0,"[8, 4, 5]",10.020233333333334,1498,"[9, 0, 0]","[1, 0]"
"[5, 3, 0]",0,Some of the symbols are ticks.,"[1, 0]",filler,1,,1,1,"[9, 1, 3]",8,"[0, 0, 0]",True,True,True,Some of the symbols are triangles.,0,,,1,,Some of the symbols are squares.,,5138,undefined,exh-subclausal,0,"[2, 5, 3]",10.020233333333334,1898,"[0, 0, 0]","[0, 1]"
"[7, 2, 5]",1,There are four clubs.,"[0, 1]",response,1,,1,3,"[16, 8, 8]",8,"[8, 0, 0]",True,False,False,8 + 8 = ?,0,,,0,,2 + 5 = ?,,5300,undefined,exh-subclausal,1,"[1, 9, 4]",10.020233333333334,2149,"[6, 0, 0]","[0, 1]"
"[6, 1, 2]",0,Some of the symbols are clubs.,"[1, 0]",filler,1,,1,0,"[2, 5, 8]",8,"[0, 0, 0]",True,True,True,Some of the symbols are ticks.,0,,,1,,Some of the symbols are stars.,,7557,undefined,exh-subclausal,0,"[1, 3, 2]",10.020233333333334,3833,"[0, 0, 0]","[0, 1]"
"[2, 1, 9]",0,Some of the symbols are notes.,"[0, 1]",response,1,,1,2,"[3, 9, 2]",8,"[0, 0, 0]",True,True,True,Some but not all of the symbols are spades.,1,,,1,,Some but not all of the symbols are ticks.,,6548,undefined,exh-subclausal,1,"[8, 4, 1]",10.020233333333334,2929,"[0, 0, 0]","[0, 1]"
"[5, 4, 6]",0,Some of the symbols are hearts.,"[1, 0]",filler,1,,1,2,"[8, 3, 1]",8,"[0, 0, 0]",True,True,True,Some but not all of the symbols are notes.,0,,,1,,Some but not all of the symbols are squares.,,4982,undefined,exh-subclausal,0,"[4, 5, 1]",10.020233333333334,1449,"[0, 0, 0]","[0, 1]"
"[0, 5, 9]",1,There are four squares.,"[1, 0]",response,0,,0,1,"[8, 9, 5]",8,"[0, 0, 0]",True,True,True,There are four notes.,0,,,1,,There are four diamonds.,,6143,undefined,exh-subclausal,0,"[5, 8, 2]",10.020233333333334,3040,"[0, 0, 0]","[1, 0]"
"[5, 1, 4]",2,There is a star.,"[1, 0]",response,0,,0,1,"[6, 8, 2]",8,"[0, 0, 0]",True,True,True,There is a star.,0,,,0,,There is a square.,,7192,undefined,exh-subclausal,0,"[6, 2, 9]",10.020233333333334,1497,"[0, 0, 0]","[1, 0]"
"[8, 8, 0]",1,There are four circles.,"[0, 1]",response,1,,1,3,"[3, 2, 1]",8,"[2, 0, 0]",True,False,False,2 + 1 = ?,0,,,1,,8 + 0 = ?,,6499,undefined,exh-subclausal,1,"[7, 3, 5]",10.020233333333334,3545,"[1, 0, 0]","[0, 1]"
"[5, 9, 1]",0,Some of the symbols are ticks.,"[1, 0]",response,1,,1,1,"[3, 1, 2]",8,"[0, 0, 0]",True,True,True,Some of the symbols are spades.,0,,,1,,Some of the symbols are squares.,,4936,undefined,exh-subclausal,0,"[2, 4, 3]",10.020233333333334,1642,"[0, 0, 0]","[0, 1]"
"[0, 0, 0]",2,There is a square.,"[0, 1]",filler,0,,0,3,"[5, 5, 0]",8,"[4, 0, 0]",True,True,True,5 + 0 = ?,1,,,1,,0 + 0 = ?,,4571,undefined,exh-subclausal,1,"[5, 9, 2]",10.020233333333334,1643,"[8, 0, 0]","[1, 0]"
