responseSymbols,slide_type,response,image,Answer.condition,block_rt,pOSymbols,correctPTChoice,primeStrength,goodPTChoice,responseChoice,primeTShuffle,pOwrongAnswer,pTSentence,trial_type,goodPOChoice,pTSymbols,workerid,pOSentence,primeOShuffle,responseSentence,pOChoice,pTChoice,btwncondition,primeType,Answer.time_in_minutes,correctPChoices,audio,slide_number,pTwrongAnswer,response_rt,correctPOChoice
"[3, 8, 4]",,,,undefined,12201,"[5, 1, 0]",False,2,1,1,"[0, 1]","[0, 0, 0]",There is a tick but nothing else.,response,0,"[2, 3, 7]",6,There is a square but nothing else.,"[1, 0]",There is a spade.,1,0,exh-subclausal,2,12.644416666666666,False,,,"[0, 0, 0]",796,False
"[1, 0, 8]",,,,undefined,2873,"[9, 2, 0]",False,2,0,1,"[1, 0]","[0, 0, 0]",There are four but no more than four diamonds.,response,0,"[0, 4, 7]",6,There are four but no more than four triangles.,"[1, 0]",There are four clubs.,0,1,exh-subclausal,1,12.644416666666666,False,,,"[0, 0, 0]",1586,True
"[0, 1, 4]",,,,undefined,2398,"[4, 9, 5]",False,0,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are ticks.,response,0,"[2, 8, 6]",6,Some of the symbols are hearts.,"[1, 0]",Some of the symbols are diamonds.,1,0,exh-subclausal,0,12.644416666666666,False,,,"[0, 0, 0]",782,False
"[0, 3, 6]",,,,undefined,3065,"[4, 0, 1]",False,2,0,0,"[1, 0]","[0, 0, 0]",There is a triangle but nothing else.,response,0,"[9, 7, 0]",6,There is a heart but nothing else.,"[1, 0]",There is a diamond.,0,1,exh-subclausal,2,12.644416666666666,False,,,"[0, 0, 0]",709,True
"[4, 7, 0]",,,,undefined,2450,"[0, 5, 8]",True,2,0,1,"[1, 0]","[0, 0, 0]",Some but not all of the symbols are diamonds.,filler,0,"[0, 5, 7]",6,Some but not all of the symbols are diamonds.,"[1, 0]",Some of the symbols are hearts.,1,0,exh-subclausal,0,12.644416666666666,False,,,"[0, 0, 0]",649,False
"[6, 7, 2]",,,,undefined,2285,"[8, 0, 7]",True,0,0,1,"[1, 0]","[0, 0, 0]",There is a diamond.,response,0,"[0, 7, 1]",6,There is a note.,"[1, 0]",There is a star.,1,0,exh-subclausal,2,12.644416666666666,False,,,"[0, 0, 0]",772,False
"[6, 3, 8]",,,,undefined,2503,"[9, 5, 4]",True,3,1,0,"[0, 1]","[8, 0, 0]",1 + 0 = ?,filler,1,"[1, 1, 0]",6,5 + 4 = ?,"[0, 1]",There is a star.,0,1,exh-subclausal,2,12.644416666666666,False,,,"[7, 0, 0]",838,False
"[9, 3, 6]",,,,undefined,2147,"[9, 4, 1]",True,2,0,0,"[1, 0]","[0, 0, 0]",Some but not all of the symbols are notes.,filler,1,"[8, 5, 2]",6,Some but not all of the symbols are triangles.,"[0, 1]",Some of the symbols are triangles.,1,0,exh-subclausal,0,12.644416666666666,True,,,"[0, 0, 0]",537,True
"[6, 1, 2]",,,,undefined,1940,"[9, 1, 7]",True,1,0,0,"[1, 0]","[0, 0, 0]",There are four ticks.,response,0,"[2, 5, 3]",6,There are four triangles.,"[1, 0]",There are four stars.,0,0,exh-subclausal,1,12.644416666666666,True,,,"[0, 0, 0]",766,True
"[7, 2, 9]",,,,undefined,7940,"[2, 5, 6]",False,0,1,1,"[0, 1]","[0, 0, 0]",There are four triangles.,response,1,"[9, 0, 2]",6,There are four ticks.,"[0, 1]",There are four circles.,1,0,exh-subclausal,1,12.644416666666666,False,,,"[0, 0, 0]",2345,True
"[9, 6, 1]",,,,undefined,3677,"[5, 1, 4]",False,3,0,0,"[1, 0]","[6, 0, 0]",8 + 9 = ?,response,1,"[17, 8, 9]",6,1 + 4 = ?,"[0, 1]",Some of the symbols are triangles.,0,1,exh-subclausal,0,12.644416666666666,False,,,"[1, 0, 0]",478,False
"[7, 1, 5]",,,,undefined,947,"[10, 8, 2]",True,3,0,1,"[1, 0]","[0, 0, 0]",0 + 7 = ?,response,0,"[7, 0, 7]",6,8 + 2 = ?,"[1, 0]",There is a circle.,1,0,exh-subclausal,2,12.644416666666666,False,,,"[2, 0, 0]",334,False
"[3, 5, 4]",,,,undefined,905,"[7, 3, 2]",False,0,0,0,"[1, 0]","[0, 0, 0]",There is a tick.,filler,1,"[2, 1, 9]",6,There is a circle.,"[0, 1]",There is a spade.,0,1,exh-subclausal,2,12.644416666666666,False,,,"[0, 0, 0]",290,False
"[0, 1, 3]",,,,undefined,816,"[5, 2, 1]",False,2,1,1,"[0, 1]","[0, 0, 0]",There is a club but nothing else.,response,1,"[1, 8, 9]",6,There is a square but nothing else.,"[0, 1]",There is a diamond.,1,0,exh-subclausal,2,12.644416666666666,False,,,"[0, 0, 0]",270,True
"[5, 6, 3]",,,,undefined,836,"[1, 0, 4]",True,0,1,0,"[0, 1]","[0, 0, 0]",There are four squares.,filler,1,"[5, 2, 7]",6,There are four clubs.,"[0, 1]",There are four squares.,0,1,exh-subclausal,1,12.644416666666666,False,,,"[0, 0, 0]",275,False
"[6, 4, 7]",,,,undefined,858,"[5, 6, 8]",False,2,1,1,"[0, 1]","[0, 0, 0]",There are four but no more than four diamonds.,response,1,"[0, 7, 1]",6,There are four but no more than four squares.,"[0, 1]",There are four stars.,1,0,exh-subclausal,1,12.644416666666666,False,,,"[0, 0, 0]",302,True
"[3, 8, 4]",,,,undefined,1635,"[2, 6, 0]",True,0,1,1,"[0, 1]","[0, 0, 0]",There is a note.,response,0,"[8, 2, 4]",6,There is a tick.,"[1, 0]",There is a spade.,0,1,exh-subclausal,2,12.644416666666666,True,,,"[0, 0, 0]",1093,True
"[0, 6, 8]",,,,undefined,1397,"[9, 7, 8]",False,0,0,0,"[1, 0]","[0, 0, 0]",Some of the symbols are diamonds.,response,0,"[0, 6, 4]",6,Some of the symbols are triangles.,"[1, 0]",Some of the symbols are diamonds.,0,1,exh-subclausal,0,12.644416666666666,False,,,"[0, 0, 0]",282,True
"[2, 9, 7]",,,,undefined,2232,"[9, 6, 5]",True,1,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are hearts.,filler,1,"[4, 9, 7]",6,Some of the symbols are triangles.,"[0, 1]",Some of the symbols are ticks.,1,0,exh-subclausal,0,12.644416666666666,True,,,"[0, 0, 0]",388,True
"[7, 8, 0]",,,,undefined,1051,"[1, 0, 3]",True,0,1,0,"[0, 1]","[0, 0, 0]",There are four spades.,filler,1,"[3, 7, 5]",6,There are four clubs.,"[0, 1]",There are four circles.,0,1,exh-subclausal,1,12.644416666666666,False,,,"[0, 0, 0]",355,False
"[3, 9, 2]",,,,undefined,964,"[7, 2, 5]",True,0,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are spades.,filler,0,"[3, 9, 6]",6,Some of the symbols are circles.,"[1, 0]",Some of the symbols are spades.,1,0,exh-subclausal,0,12.644416666666666,False,,,"[0, 0, 0]",319,False
"[7, 2, 9]",,,,undefined,1551,"[0, 3, 6]",False,2,0,0,"[1, 0]","[0, 0, 0]",There are four but no more than four circles.,filler,0,"[7, 4, 9]",6,There are four but no more than four diamonds.,"[1, 0]",There are four circles.,0,1,exh-subclausal,1,12.644416666666666,False,,,"[0, 0, 0]",320,True
"[4, 6, 9]",,,,undefined,1466,"[7, 7, 0]",True,3,1,1,"[0, 1]","[2, 0, 0]",3 + 8 = ?,filler,0,"[11, 3, 8]",6,7 + 0 = ?,"[1, 0]",There are four hearts.,0,1,exh-subclausal,1,12.644416666666666,True,,,"[8, 0, 0]",560,True
"[7, 4, 1]",,,,undefined,1121,"[9, 1, 7]",True,2,0,1,"[1, 0]","[0, 0, 0]",There is a tick but nothing else.,filler,1,"[2, 4, 3]",6,There is a triangle but nothing else.,"[0, 1]",There is a circle.,1,0,exh-subclausal,2,12.644416666666666,True,,,"[0, 0, 0]",221,True
"[4, 9, 8]",,,,undefined,1997,"[5, 9, 1]",True,0,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are ticks.,filler,1,"[2, 3, 1]",6,Some of the symbols are squares.,"[0, 1]",Some of the symbols are hearts.,1,1,exh-subclausal,0,12.644416666666666,True,,,"[0, 0, 0]",289,True
"[7, 5, 1]",,,,undefined,1163,"[9, 3, 6]",False,3,1,1,"[0, 1]","[1, 0, 0]",1 + 9 = ?,response,0,"[10, 1, 9]",6,3 + 6 = ?,"[1, 0]",Some of the symbols are circles.,1,0,exh-subclausal,0,12.644416666666666,False,,,"[9, 0, 0]",296,False
"[1, 2, 4]",,,,undefined,1516,"[8, 0, 5]",True,0,0,1,"[1, 0]","[0, 0, 0]",There is a tick.,filler,0,"[2, 7, 8]",6,There is a note.,"[1, 0]",There is a club.,1,0,exh-subclausal,2,12.644416666666666,False,,,"[0, 0, 0]",562,False
"[2, 8, 7]",,,,undefined,1305,"[0, 5, 4]",False,0,1,1,"[0, 1]","[0, 0, 0]",There are four triangles.,filler,0,"[9, 5, 4]",6,There are four diamonds.,"[1, 0]",There are four ticks.,1,0,exh-subclausal,1,12.644416666666666,False,,,"[0, 0, 0]",250,False
"[4, 2, 9]",,,,undefined,1245,"[4, 1, 6]",False,2,1,1,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are triangles.,response,0,"[9, 8, 4]",6,Some but not all of the symbols are hearts.,"[1, 0]",Some of the symbols are hearts.,1,0,exh-subclausal,0,12.644416666666666,False,,,"[0, 0, 0]",306,False
"[0, 9, 5]",,,,undefined,1118,"[4, 1, 8]",True,2,0,1,"[1, 0]","[0, 0, 0]",There is a spade but nothing else.,filler,0,"[3, 1, 0]",6,There is a heart but nothing else.,"[1, 0]",There is a diamond.,0,0,exh-subclausal,2,12.644416666666666,True,,,"[0, 0, 0]",154,True
"[0, 4, 8]",,,,undefined,1078,"[2, 7, 6]",False,0,1,1,"[0, 1]","[0, 0, 0]",There is a heart.,filler,0,"[4, 5, 6]",6,There is a tick.,"[1, 0]",There is a diamond.,1,0,exh-subclausal,2,12.644416666666666,False,,,"[0, 0, 0]",293,False
"[4, 0, 3]",,,,undefined,2468,"[8, 3, 6]",True,1,1,1,"[0, 1]","[0, 0, 0]",There is a diamond.,response,1,"[0, 8, 3]",6,There is a note.,"[0, 1]",There is a heart.,1,1,exh-subclausal,2,12.644416666666666,True,,,"[0, 0, 0]",225,True
"[6, 0, 3]",,,,undefined,1180,"[2, 9, 0]",True,1,0,0,"[1, 0]","[0, 0, 0]",Some of the symbols are squares.,response,0,"[5, 4, 2]",6,Some of the symbols are ticks.,"[1, 0]",Some of the symbols are stars.,1,0,exh-subclausal,0,12.644416666666666,False,,,"[0, 0, 0]",190,False
"[4, 6, 1]",,,,undefined,896,"[6, 1, 0]",False,1,0,1,"[1, 0]","[0, 0, 0]",There is a spade.,response,1,"[3, 0, 8]",6,There is a star.,"[0, 1]",There is a heart.,0,1,exh-subclausal,2,12.644416666666666,False,,,"[0, 0, 0]",137,False
"[4, 1, 3]",,,,undefined,1510,"[1, 0, 1]",True,3,0,0,"[1, 0]","[5, 0, 0]",0 + 9 = ?,response,1,"[9, 0, 9]",6,0 + 1 = ?,"[0, 1]",Some of the symbols are hearts.,1,0,exh-subclausal,0,12.644416666666666,True,,,"[0, 0, 0]",407,True
"[4, 0, 6]",,,,undefined,1519,"[9, 0, 3]",False,1,0,0,"[1, 0]","[0, 0, 0]",Some of the symbols are ticks.,filler,1,"[2, 1, 6]",6,Some of the symbols are triangles.,"[0, 1]",Some of the symbols are hearts.,1,1,exh-subclausal,0,12.644416666666666,False,,,"[0, 0, 0]",729,True
"[1, 9, 5]",,,,undefined,1551,"[10, 1, 9]",True,3,0,1,"[1, 0]","[9, 0, 0]",5 + 7 = ?,response,1,"[12, 5, 7]",6,1 + 9 = ?,"[0, 1]",Some of the symbols are clubs.,0,0,exh-subclausal,0,12.644416666666666,False,,,"[7, 0, 0]",1129,False
"[3, 9, 7]",,,,undefined,1363,"[10, 9, 1]",False,3,0,0,"[1, 0]","[0, 0, 0]",9 + 5 = ?,filler,1,"[14, 9, 5]",6,9 + 1 = ?,"[0, 1]",There is a spade.,0,1,exh-subclausal,2,12.644416666666666,False,,,"[8, 0, 0]",448,False
"[1, 8, 6]",,,,undefined,1384,"[13, 7, 6]",True,3,1,0,"[0, 1]","[8, 0, 0]",3 + 4 = ?,filler,0,"[7, 3, 4]",6,7 + 6 = ?,"[1, 0]",Some of the symbols are clubs.,1,1,exh-subclausal,0,12.644416666666666,False,,,"[4, 0, 0]",432,False
"[4, 0, 9]",,,,undefined,1986,"[8, 7, 1]",True,1,0,0,"[1, 0]","[0, 0, 0]",There is a heart.,filler,0,"[4, 8, 0]",6,There is a note.,"[1, 0]",There is a heart.,1,0,exh-subclausal,2,12.644416666666666,False,,,"[0, 0, 0]",545,False
"[9, 5, 1]",,,,undefined,1782,"[0, 5, 2]",True,2,0,0,"[1, 0]","[0, 0, 0]",Some but not all of the symbols are spades.,response,1,"[3, 1, 5]",6,Some but not all of the symbols are diamonds.,"[0, 1]",Some of the symbols are triangles.,0,0,exh-subclausal,0,12.644416666666666,False,,,"[0, 0, 0]",559,False
"[6, 3, 7]",,,,undefined,11245,"[3, 8, 9]",True,1,1,1,"[0, 1]","[0, 0, 0]",There is a circle.,filler,0,"[7, 1, 8]",6,There is a spade.,"[1, 0]",There is a star.,1,1,exh-subclausal,2,12.644416666666666,False,,,"[0, 0, 0]",4246,False
"[9, 7, 2]",,,,undefined,10060,"[8, 3, 2]",True,2,1,1,"[0, 1]","[0, 0, 0]",There are four but no more than four diamonds.,filler,1,"[0, 4, 1]",6,There are four but no more than four notes.,"[0, 1]",There are four triangles.,1,1,exh-subclausal,1,12.644416666666666,True,,,"[0, 0, 0]",435,True
"[0, 6, 9]",,,,undefined,703,"[9, 5, 0]",True,2,1,0,"[0, 1]","[0, 0, 0]",There is a tick but nothing else.,filler,0,"[2, 5, 4]",6,There is a triangle but nothing else.,"[1, 0]",There is a diamond.,0,1,exh-subclausal,2,12.644416666666666,True,,,"[0, 0, 0]",231,True
"[6, 4, 9]",,,,undefined,945,"[8, 1, 7]",True,3,0,1,"[1, 0]","[8, 0, 0]",1 + 3 = ?,filler,0,"[4, 1, 3]",6,1 + 7 = ?,"[1, 0]",There are four stars.,1,0,exh-subclausal,1,12.644416666666666,False,,,"[9, 0, 0]",262,False
"[6, 7, 1]",,,,undefined,7004,"[7, 9, 3]",True,2,1,0,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are triangles.,response,0,"[9, 5, 3]",6,Some but not all of the symbols are circles.,"[1, 0]",Some of the symbols are stars.,1,1,exh-subclausal,0,12.644416666666666,False,,,"[0, 0, 0]",262,False
"[2, 1, 5]",,,,undefined,823,"[6, 1, 9]",True,0,1,0,"[0, 1]","[0, 0, 0]",Some of the symbols are squares.,response,1,"[5, 3, 6]",6,Some of the symbols are stars.,"[0, 1]",Some of the symbols are ticks.,0,1,exh-subclausal,0,12.644416666666666,False,,,"[0, 0, 0]",251,False
"[4, 5, 3]",,,,undefined,1324,"[5, 8, 9]",False,0,0,0,"[1, 0]","[0, 0, 0]",Some of the symbols are stars.,filler,1,"[6, 2, 7]",6,Some of the symbols are squares.,"[0, 1]",Some of the symbols are hearts.,1,1,exh-subclausal,0,12.644416666666666,False,,,"[0, 0, 0]",485,True
"[4, 8, 0]",,,,undefined,754,"[3, 6, 8]",True,2,1,0,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are circles.,filler,1,"[7, 5, 2]",6,Some but not all of the symbols are spades.,"[0, 1]",Some of the symbols are hearts.,0,1,exh-subclausal,0,12.644416666666666,False,,,"[0, 0, 0]",244,False
"[5, 1, 8]",,,,undefined,947,"[17, 8, 9]",True,3,0,0,"[1, 0]","[3, 0, 0]",8 + 4 = ?,response,0,"[12, 8, 4]",6,8 + 9 = ?,"[1, 0]",There is a square.,1,0,exh-subclausal,2,12.644416666666666,False,,,"[8, 0, 0]",320,False
"[7, 6, 1]",,,,undefined,822,"[3, 6, 7]",True,2,0,1,"[1, 0]","[0, 0, 0]",There is a star but nothing else.,filler,0,"[6, 7, 2]",6,There is a spade but nothing else.,"[1, 0]",There is a circle.,0,0,exh-subclausal,2,12.644416666666666,True,,,"[0, 0, 0]",317,True
"[7, 9, 6]",,,,undefined,818,"[3, 8, 2]",True,1,1,0,"[0, 1]","[0, 0, 0]",There are four hearts.,response,1,"[4, 9, 2]",6,There are four spades.,"[0, 1]",There are four circles.,0,1,exh-subclausal,1,12.644416666666666,False,,,"[0, 0, 0]",278,False
"[9, 1, 7]",,,,undefined,1400,"[4, 0, 4]",False,3,0,0,"[1, 0]","[5, 0, 0]",6 + 8 = ?,response,1,"[14, 6, 8]",6,0 + 4 = ?,"[0, 1]",There are four triangles.,0,1,exh-subclausal,1,12.644416666666666,False,,,"[4, 0, 0]",335,False
"[1, 3, 8]",,,,undefined,1226,"[8, 1, 2]",True,0,1,1,"[0, 1]","[0, 0, 0]",There are four circles.,response,1,"[7, 8, 3]",6,There are four notes.,"[0, 1]",There are four clubs.,1,1,exh-subclausal,1,12.644416666666666,True,,,"[0, 0, 0]",435,True
"[5, 3, 9]",,,,undefined,1261,"[2, 1, 0]",True,1,0,0,"[1, 0]","[0, 0, 0]",There is a star.,response,1,"[6, 4, 1]",6,There is a tick.,"[0, 1]",There is a square.,1,0,exh-subclausal,2,12.644416666666666,True,,,"[0, 0, 0]",361,True
"[0, 7, 4]",,,,undefined,1062,"[6, 8, 4]",False,1,1,1,"[0, 1]","[0, 0, 0]",There are four hearts.,filler,1,"[4, 0, 7]",6,There are four stars.,"[0, 1]",There are four diamonds.,1,0,exh-subclausal,1,12.644416666666666,False,,,"[0, 0, 0]",368,True
"[6, 0, 2]",,,,undefined,1060,"[8, 0, 8]",False,3,1,0,"[0, 1]","[6, 0, 0]",7 + 8 = ?,response,0,"[15, 7, 8]",6,0 + 8 = ?,"[1, 0]",There are four stars.,1,0,exh-subclausal,1,12.644416666666666,False,,,"[7, 0, 0]",396,False
"[2, 7, 4]",,,,undefined,1172,"[4, 5, 2]",False,1,1,0,"[0, 1]","[0, 0, 0]",Some of the symbols are squares.,filler,0,"[5, 1, 9]",6,Some of the symbols are hearts.,"[1, 0]",Some of the symbols are ticks.,1,0,exh-subclausal,0,12.644416666666666,False,,,"[0, 0, 0]",460,False
"[8, 2, 9]",,,,undefined,1096,"[5, 8, 1]",False,2,0,1,"[1, 0]","[0, 0, 0]",Some but not all of the symbols are diamonds.,response,1,"[0, 2, 6]",6,Some but not all of the symbols are squares.,"[0, 1]",Some of the symbols are notes.,1,1,exh-subclausal,0,12.644416666666666,False,,,"[0, 0, 0]",399,True
"[6, 1, 4]",,,,undefined,1184,"[2, 4, 6]",True,0,0,0,"[1, 0]","[0, 0, 0]",There is a note.,filler,0,"[8, 5, 9]",6,There is a tick.,"[1, 0]",There is a star.,1,0,exh-subclausal,2,12.644416666666666,False,,,"[0, 0, 0]",400,False
"[7, 8, 9]",,,,undefined,1098,"[2, 1, 7]",True,1,0,0,"[1, 0]","[0, 0, 0]",There are four triangles.,filler,1,"[9, 8, 1]",6,There are four ticks.,"[0, 1]",There are four circles.,1,0,exh-subclausal,1,12.644416666666666,True,,,"[0, 0, 0]",398,True
"[8, 7, 2]",,,,undefined,1955,"[5, 7, 6]",True,2,1,1,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are spades.,filler,1,"[3, 8, 6]",6,Some but not all of the symbols are squares.,"[0, 1]",Some of the symbols are notes.,1,1,exh-subclausal,0,12.644416666666666,True,,,"[0, 0, 0]",1209,True
"[2, 5, 3]",,,,undefined,1123,"[1, 5, 9]",False,1,0,0,"[1, 0]","[0, 0, 0]",There is a star.,filler,1,"[6, 4, 0]",6,There is a club.,"[0, 1]",There is a tick.,0,1,exh-subclausal,2,12.644416666666666,False,,,"[0, 0, 0]",309,False
"[2, 0, 3]",,,,undefined,4140,"[14, 6, 8]",False,3,1,1,"[0, 1]","[7, 0, 0]",2 + 5 = ?,filler,0,"[7, 2, 5]",6,6 + 8 = ?,"[1, 0]",There are four ticks.,1,0,exh-subclausal,1,12.644416666666666,False,,,"[5, 0, 0]",3346,False
"[8, 0, 2]",,,,undefined,12435,"[12, 7, 5]",True,3,1,1,"[0, 1]","[3, 0, 0]",5 + 1 = ?,filler,1,"[6, 5, 1]",6,7 + 5 = ?,"[0, 1]",Some of the symbols are notes.,0,1,exh-subclausal,0,12.644416666666666,False,,,"[3, 0, 0]",6734,False
"[7, 5, 1]",,,,undefined,7936,"[10, 5, 5]",True,3,1,1,"[0, 1]","[3, 0, 0]",8 + 1 = ?,response,0,"[9, 8, 1]",6,5 + 5 = ?,"[1, 0]",There are four circles.,0,1,exh-subclausal,1,12.644416666666666,True,,,"[8, 0, 0]",3358,True
"[5, 0, 7]",,,,undefined,8774,"[7, 6, 9]",False,1,0,0,"[1, 0]","[0, 0, 0]",Some of the symbols are diamonds.,response,0,"[0, 9, 5]",6,Some of the symbols are circles.,"[1, 0]",Some of the symbols are squares.,1,1,exh-subclausal,0,12.644416666666666,False,,,"[0, 0, 0]",2913,False
,bot_check,"[0, 'Patricia']",Patricia,undefined,,,,,,,,,,,,,7,,,,,,,,21.98495,,,1,,,
"[7, 9, 4]",,,,undefined,15892,"[6, 2, 4]",True,0,0,1,"[1, 0]","[0, 0, 0]",There is a heart.,filler,0,"[4, 7, 5]",7,There is a star.,"[1, 0]",There is a circle.,0,0,exh-subclausal,2,21.98495,True,,,"[0, 0, 0]",5150,True
"[7, 3, 0]",,,,undefined,21302,"[2, 0, 1]",True,1,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are stars.,filler,1,"[6, 4, 3]",7,Some of the symbols are ticks.,"[0, 1]",Some of the symbols are circles.,1,1,exh-subclausal,0,21.98495,True,,,"[0, 0, 0]",4270,True
"[5, 6, 4]",,,,undefined,22872,"[8, 6, 5]",True,1,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are ticks.,response,1,"[2, 4, 5]",7,Some of the symbols are notes.,"[0, 1]",Some of the symbols are squares.,1,1,exh-subclausal,0,21.98495,True,,,"[0, 0, 0]",12307,True
"[8, 5, 4]",,,,undefined,11047,"[9, 6, 0]",True,2,1,1,"[0, 1]","[0, 0, 0]",There is a heart but nothing else.,filler,1,"[4, 9, 8]",7,There is a triangle but nothing else.,"[0, 1]",There is a note.,1,1,exh-subclausal,2,21.98495,True,,,"[0, 0, 0]",4190,True
"[3, 2, 9]",,,,undefined,10592,"[1, 0, 2]",True,2,1,1,"[0, 1]","[0, 0, 0]",There is a diamond but nothing else.,filler,1,"[0, 2, 4]",7,There is a club but nothing else.,"[0, 1]",There is a spade.,1,1,exh-subclausal,2,21.98495,True,,,"[0, 0, 0]",3510,True
"[1, 2, 4]",,,,undefined,9800,"[7, 6, 9]",True,1,0,1,"[1, 0]","[0, 0, 0]",There are four notes.,response,1,"[8, 3, 7]",7,There are four circles.,"[0, 1]",There are four clubs.,1,0,exh-subclausal,1,21.98495,True,,,"[0, 0, 0]",3566,True
"[1, 4, 6]",,,,undefined,10488,"[0, 5, 1]",True,0,0,0,"[1, 0]","[0, 0, 0]",There is a star.,response,0,"[6, 2, 9]",7,There is a diamond.,"[1, 0]",There is a club.,0,0,exh-subclausal,2,21.98495,True,,,"[0, 0, 0]",3755,True
"[6, 8, 7]",,,,undefined,19961,"[7, 6, 9]",True,1,0,0,"[1, 0]","[0, 0, 0]",Some of the symbols are circles.,response,1,"[7, 4, 1]",7,Some of the symbols are circles.,"[0, 1]",Some of the symbols are stars.,1,0,exh-subclausal,0,21.98495,True,,,"[0, 0, 0]",9783,True
"[4, 0, 7]",,,,undefined,13095,"[4, 1, 3]",False,3,0,1,"[1, 0]","[2, 0, 0]",7 + 3 = ?,filler,1,"[10, 7, 3]",7,1 + 3 = ?,"[0, 1]",Some of the symbols are hearts.,0,1,exh-subclausal,0,21.98495,False,,,"[3, 0, 0]",3951,False
"[7, 4, 6]",,,,undefined,15478,"[6, 7, 1]",True,1,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are ticks.,filler,0,"[2, 5, 9]",7,Some of the symbols are stars.,"[1, 0]",Some of the symbols are circles.,0,0,exh-subclausal,0,21.98495,True,,,"[0, 0, 0]",3830,True
"[1, 2, 5]",,,,undefined,19664,"[2, 0, 4]",True,2,0,0,"[1, 0]","[0, 0, 0]",Some but not all of the symbols are spades.,response,0,"[3, 0, 6]",7,Some but not all of the symbols are ticks.,"[1, 0]",Some of the symbols are clubs.,0,0,exh-subclausal,0,21.98495,True,,,"[0, 0, 0]",4613,True
"[2, 1, 3]",,,,undefined,9216,"[12, 5, 7]",True,3,0,1,"[1, 0]","[1, 0, 0]",7 + 0 = ?,filler,1,"[7, 7, 0]",7,5 + 7 = ?,"[0, 1]",There are four ticks.,1,0,exh-subclausal,1,21.98495,True,,,"[4, 0, 0]",3437,True
"[2, 0, 4]",,,,undefined,12446,"[4, 7, 0]",True,0,1,1,"[0, 1]","[0, 0, 0]",There are four stars.,filler,0,"[6, 8, 3]",7,There are four hearts.,"[1, 0]",There are four ticks.,0,1,exh-subclausal,1,21.98495,True,,,"[0, 0, 0]",2770,True
"[9, 1, 0]",,,,undefined,15232,"[4, 3, 0]",True,1,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are ticks.,filler,0,"[2, 9, 8]",7,Some of the symbols are hearts.,"[1, 0]",Some of the symbols are triangles.,0,0,exh-subclausal,0,21.98495,True,,,"[0, 0, 0]",3205,True
"[6, 8, 4]",,,,undefined,9920,"[4, 1, 3]",True,1,1,1,"[0, 1]","[0, 0, 0]",There are four ticks.,filler,1,"[2, 0, 9]",7,There are four hearts.,"[0, 1]",There are four stars.,1,1,exh-subclausal,1,21.98495,True,,,"[0, 0, 0]",3294,True
"[0, 2, 6]",,,,undefined,11288,"[1, 9, 8]",True,0,0,0,"[1, 0]","[0, 0, 0]",There is a triangle.,response,1,"[9, 8, 3]",7,There is a club.,"[0, 1]",There is a diamond.,1,0,exh-subclausal,2,21.98495,True,,,"[0, 0, 0]",4142,True
"[7, 9, 8]",,,,undefined,10137,"[4, 0, 3]",True,1,1,1,"[0, 1]","[0, 0, 0]",There are four spades.,filler,0,"[3, 1, 5]",7,There are four hearts.,"[1, 0]",There are four circles.,0,1,exh-subclausal,1,21.98495,True,,,"[0, 0, 0]",3319,True
"[2, 9, 6]",,,,undefined,11968,"[9, 4, 5]",False,3,0,1,"[1, 0]","[6, 0, 0]",4 + 1 = ?,filler,0,"[5, 4, 1]",7,4 + 5 = ?,"[1, 0]",There is a tick.,0,1,exh-subclausal,2,21.98495,False,,,"[7, 0, 0]",3768,True
"[3, 2, 6]",,,,undefined,10022,"[6, 4, 5]",True,1,1,0,"[0, 1]","[0, 0, 0]",There is a triangle.,response,1,"[9, 1, 8]",7,There is a star.,"[0, 1]",There is a spade.,1,1,exh-subclausal,2,21.98495,True,,,"[0, 0, 0]",3398,True
"[6, 3, 2]",,,,undefined,11688,"[13, 4, 9]",True,3,0,0,"[1, 0]","[7, 0, 0]",9 + 3 = ?,response,0,"[12, 9, 3]",7,4 + 9 = ?,"[1, 0]",Some of the symbols are stars.,1,0,exh-subclausal,0,21.98495,False,,,"[3, 0, 0]",3310,False
"[3, 8, 9]",,,,undefined,12696,"[5, 7, 3]",True,2,0,0,"[1, 0]","[0, 0, 0]",There is a star but nothing else.,response,1,"[6, 3, 4]",7,There is a square but nothing else.,"[0, 1]",There is a spade.,1,0,exh-subclausal,2,21.98495,True,,,"[0, 0, 0]",3654,True
"[5, 4, 1]",,,,undefined,17881,"[4, 6, 5]",True,1,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are notes.,filler,0,"[8, 2, 9]",7,Some of the symbols are hearts.,"[1, 0]",Some of the symbols are squares.,0,1,exh-subclausal,0,21.98495,True,,,"[0, 0, 0]",3630,True
